scenario_id,company_id,occurrence_count,overlap_rank
17230,15414,2,2.0
17230,15568,1,3.0
17230,15004,1,4.0
17230,15772,1,5.0
17231,14970,1,1.0
17231,15106,1,2.0
17231,15681,1,3.0
17231,15744,1,4.0
17231,15845,1,5.0
17232,15069,1,1.0
17233,15517,1,1.0
17234,15444,1,1.0
17235,14901,1,1.0
17235,14844,1,2.0
17235,15084,1,3.0
17235,15165,1,4.0
17235,15503,1,5.0
17236,15056,1,1.0
17236,16016,1,2.0
17237,15056,1,1.0
17238,15056,1,1.0
17239,14988,1,1.0
17239,15023,1,2.0
17239,15157,1,3.0
17239,15356,1,4.0
17239,15673,1,5.0
17240,15841,2,1.0
17240,15398,1,2.0
17241,15241,1,1.0
17243,14918,2,1.0
17243,15007,2,2.0
17243,15039,1,3.0
17243,15319,1,4.0
17244,15049,1,1.0
17244,15083,1,2.0
17244,15122,1,3.0
17244,15899,1,4.0
17245,15670,1,1.0
17246,15108,1,1.0
17247,14997,1,1.0
17247,15112,1,2.0
17247,15296,1,3.0
17247,15429,1,4.0
17247,15759,1,5.0
17248,14982,1,1.0
17249,15016,2,1.0
17249,15362,2,2.0
17249,15410,2,3.0
17249,15160,1,4.0
17249,15228,1,5.0
17250,15171,2,1.0
17252,15572,1,1.0
17252,15622,1,2.0
17252,15879,1,3.0
17253,15516,1,1.0
17254,15242,1,1.0
17256,14929,2,1.0
17256,15086,1,2.0
17256,15998,1,3.0
17257,15338,1,1.0
17258,15817,2,1.0
17258,15351,1,2.0
17259,14844,1,1.0
17259,14899,1,2.0
17259,14920,1,3.0
17259,14927,1,4.0
17259,14947,1,5.0
17260,14844,2,1.0
17260,15084,2,2.0
17260,15503,2,3.0
17260,14899,1,4.0
17260,14920,1,5.0
17261,15054,2,1.0
17262,15010,1,1.0
17263,15033,1,1.0
17264,15017,1,1.0
17264,15132,1,2.0
17264,15254,1,3.0
17264,15778,1,4.0
17265,15048,1,1.0
17266,15384,1,1.0
17266,16035,1,2.0
17267,14978,2,1.0
17267,15179,1,2.0
17269,15037,1,1.0
17270,14862,1,1.0
17270,15069,1,2.0
17270,15138,1,3.0
17271,15693,1,1.0
17272,15506,1,1.0
17272,15687,1,2.0
17272,15638,1,3.0
17273,14869,1,1.0
17274,15538,1,1.0
17275,15721,2,1.0
17275,15886,2,2.0
17276,14884,1,1.0
17276,15138,1,2.0
17276,15305,1,3.0
17276,15883,1,4.0
17278,15782,1,1.0
17279,15589,1,1.0
17280,15231,1,1.0
17281,15030,1,1.0
17281,15062,1,2.0
17281,15345,1,3.0
17281,15575,1,4.0
17282,15106,2,1.0
17282,15677,1,2.0
17283,15106,1,1.0
17283,15677,1,2.0
17284,15106,2,1.0
17284,15677,1,2.0
17285,15106,1,1.0
17286,14918,1,1.0
17286,15007,1,2.0
17286,15039,1,3.0
17286,15319,1,4.0
17287,15890,2,1.0
17287,15261,2,2.0
17287,14954,1,3.0
17287,15144,1,4.0
17287,15276,1,5.0
17288,15383,1,1.0
17289,15536,1,1.0
17289,15383,1,2.0
17291,14879,1,1.0
17292,15630,1,1.0
17292,15665,1,2.0
17293,15466,2,1.0
17293,14843,1,2.0
17293,14864,1,3.0
17293,14881,1,4.0
17293,14904,1,5.0
17294,15510,1,1.0
17295,15391,1,1.0
17295,15676,1,2.0
17295,15698,1,3.0
17295,15799,1,4.0
17295,15838,1,5.0
17296,14841,1,1.0
17297,15404,1,1.0
17298,15239,1,1.0
17299,15004,1,1.0
17299,15414,1,2.0
17299,15772,1,3.0
17299,15803,1,4.0
17300,15134,2,1.0
17300,15867,1,2.0
17300,15874,1,3.0
17300,15146,1,4.0
17300,15425,1,5.0
17301,15026,1,1.0
17302,14949,1,1.0
17302,14968,1,2.0
17303,15439,1,1.0
17303,15785,1,2.0
17303,15950,1,3.0
17304,15453,2,1.0
17305,15911,1,1.0
17306,14940,1,1.0
17307,15311,2,1.0
17307,15732,2,2.0
17308,15448,2,1.0
17308,15340,1,2.0
17308,15354,1,3.0
17309,14981,1,1.0
17310,15447,1,1.0
17310,15572,1,2.0
17310,15574,1,3.0
17310,15002,1,4.0
17311,15996,2,1.0
17312,16015,1,1.0
17313,15090,1,1.0
17314,15081,2,1.0
17314,15654,1,2.0
17315,15538,2,1.0
17315,15561,1,2.0
17316,15538,1,1.0
17316,15658,1,2.0
17317,14965,1,1.0
17318,15016,1,1.0
17318,15160,1,2.0
17318,15228,1,3.0
17318,15362,1,4.0
17318,15410,1,5.0
17319,14891,1,1.0
17321,15016,1,1.0
17321,15160,1,2.0
17321,15228,1,3.0
17321,15362,1,4.0
17321,15410,1,5.0
17322,14926,1,1.0
17322,14953,1,2.0
17322,15095,1,3.0
17322,15104,1,4.0
17322,15114,1,5.0
17323,14836,1,1.0
17323,15494,1,2.0
17323,15985,1,3.0
17325,15356,1,1.0
17327,15162,2,1.0
17327,15380,1,2.0
17327,14854,1,3.0
17327,15369,1,4.0
17327,15474,1,5.0
17328,15318,1,1.0
17329,14988,2,1.0
17329,15023,1,2.0
17329,15157,1,3.0
17329,15356,1,4.0
17329,15673,1,5.0
17330,14926,1,1.0
17331,14893,2,1.0
17331,14909,2,2.0
17331,15047,2,3.0
17331,15053,2,4.0
17331,15093,2,5.0
17332,14893,1,1.0
17332,14909,1,2.0
17332,15047,1,3.0
17332,15053,1,4.0
17332,15093,1,5.0
17333,15281,2,1.0
17335,15338,1,1.0
17335,15625,1,2.0
17336,15854,1,1.0
17337,15411,1,1.0
17338,14946,1,1.0
17338,15115,1,2.0
17339,15217,1,1.0
17339,15773,1,2.0
17340,15217,1,1.0
17341,15926,1,1.0
17342,15658,1,1.0
17343,15538,1,1.0
17343,15658,1,2.0
17343,15119,1,3.0
17343,15295,1,4.0
17343,15955,1,5.0
17345,15242,1,1.0
17346,15116,2,1.0
17346,15283,1,2.0
17346,15407,1,3.0
17346,15481,1,4.0
17346,15514,1,5.0
17347,15502,3,1.0
17347,15851,2,2.0
17347,14891,2,3.0
17347,15261,2,4.0
17347,15745,1,5.0
17348,14961,1,1.0
17349,14856,1,1.0
17349,15117,1,2.0
17349,15451,1,3.0
17350,14853,1,1.0
17350,15141,1,2.0
17350,15220,1,3.0
17350,15233,1,4.0
17350,15277,1,5.0
17351,15001,1,1.0
17351,15312,1,2.0
17352,15312,1,1.0
17353,14928,1,1.0
17354,14957,3,1.0
17354,15027,1,2.0
17354,15128,1,3.0
17355,15156,1,1.0
17356,15289,1,1.0
17356,15305,1,2.0
17356,14842,1,3.0
17356,15020,1,4.0
17356,15468,1,5.0
17357,15753,1,1.0
17357,15872,1,2.0
17357,15289,1,3.0
17358,15903,1,1.0
17358,15416,1,2.0
17358,15569,1,3.0
17358,15786,1,4.0
17358,15843,1,5.0
17359,15489,3,1.0
17359,15998,1,2.0
17360,15970,1,1.0
17361,15541,1,1.0
17361,15440,1,2.0
17362,15878,1,1.0
17362,15994,1,2.0
17362,16035,1,3.0
17363,15116,1,1.0
17363,15283,1,2.0
17363,15407,1,3.0
17363,15481,1,4.0
17363,15514,1,5.0
17364,14966,1,1.0
17364,15964,1,2.0
17365,15625,2,1.0
17365,15338,1,2.0
17366,15795,2,1.0
17366,15246,1,2.0
17366,15641,1,3.0
17367,15078,1,1.0
17368,15391,1,1.0
17368,15676,1,2.0
17368,15698,1,3.0
17368,15799,1,4.0
17368,15838,1,5.0
17369,15078,1,1.0
17369,15116,1,2.0
17369,15283,1,3.0
17369,15407,1,4.0
17369,15481,1,5.0
17370,15020,1,1.0
17370,15460,1,2.0
17370,16008,1,3.0
17370,15938,1,4.0
17370,15403,1,5.0
17371,15913,1,1.0
17372,15184,2,1.0
17372,15565,1,2.0
17372,15688,1,3.0
17372,16021,1,4.0
17373,15172,2,1.0
17373,15066,1,2.0
17373,15142,1,3.0
17374,15626,1,1.0
17374,15931,1,2.0
17375,15516,1,1.0
17376,15078,1,1.0
17377,15562,1,1.0
17378,14934,4,1.0
17378,15092,1,2.0
17378,15230,1,3.0
17378,14993,1,4.0
17378,15693,1,5.0
17379,14836,1,1.0
17380,14964,1,1.0
17381,14964,1,1.0
17382,15147,2,1.0
17382,15789,1,2.0
17382,14886,1,3.0
17382,15541,1,4.0
17382,15684,1,5.0
17383,14840,2,1.0
17383,14954,1,2.0
17383,15144,1,3.0
17383,15890,1,4.0
17384,15793,2,1.0
17384,15452,1,2.0
17384,15947,1,3.0
17384,15979,1,4.0
17384,15193,1,5.0
17385,15073,2,1.0
17385,15141,2,2.0
17385,15913,1,3.0
17385,15502,1,4.0
17385,15092,1,5.0
17386,14852,1,1.0
17387,15488,2,1.0
17387,15998,1,2.0
17388,15054,1,1.0
17388,15151,1,2.0
17389,15424,1,1.0
17390,14974,1,1.0
17391,14844,1,1.0
17391,14899,1,2.0
17391,14920,1,3.0
17391,14927,1,4.0
17391,14947,1,5.0
17393,15823,1,1.0
17394,14921,1,1.0
17394,15146,1,2.0
17394,15649,1,3.0
17394,15704,1,4.0
17394,15997,1,5.0
17395,15146,2,1.0
17395,15704,1,2.0
17395,15769,1,3.0
17397,15068,1,1.0
17397,15260,1,2.0
17397,15097,1,3.0
17398,15109,1,1.0
17399,14887,1,1.0
17399,16017,1,2.0
17399,15109,1,3.0
17399,15482,1,4.0
17399,15849,1,5.0
17400,14841,1,1.0
17402,14949,1,1.0
17403,14940,2,1.0
17404,15660,3,1.0
17405,15403,3,1.0
17406,15396,2,1.0
17406,15017,2,2.0
17406,15132,2,3.0
17406,15805,2,4.0
17406,15749,2,5.0
17407,15297,1,1.0
17407,15358,1,2.0
17407,15396,1,3.0
17408,15217,1,1.0
17408,15773,1,2.0
17409,15767,1,1.0
17409,15846,1,2.0
17409,15862,1,3.0
17409,15921,1,4.0
17409,14953,1,5.0
17410,14851,1,1.0
17410,14852,1,2.0
17410,14885,1,3.0
17410,15349,1,4.0
17410,15423,1,5.0
17411,15998,1,1.0
17412,15262,1,1.0
17412,15671,1,2.0
17413,15882,2,1.0
17413,14853,1,2.0
17413,15141,1,3.0
17413,15220,1,4.0
17413,15233,1,5.0
17414,15326,2,1.0
17414,16025,1,2.0
17414,15211,1,3.0
17414,15539,1,4.0
17414,14908,1,5.0
17415,15904,2,1.0
17416,15449,1,1.0
17417,15474,1,1.0
17417,15535,1,2.0
17417,15677,1,3.0
17417,15754,1,4.0
17417,15825,1,5.0
17418,15276,1,1.0
17419,15024,1,1.0
17419,15185,1,2.0
17419,15226,1,3.0
17419,15391,1,4.0
17419,15809,1,5.0
17420,14853,1,1.0
17420,14889,1,2.0
17420,15261,1,3.0
17420,15564,1,4.0
17420,15591,1,5.0
17421,15140,1,1.0
17421,16014,1,2.0
17423,15433,1,1.0
17424,15433,1,1.0
17425,15054,1,1.0
17426,15767,2,1.0
17426,15846,1,2.0
17426,15862,1,3.0
17426,15921,1,4.0
17426,15490,1,5.0
17427,15670,3,1.0
17427,15316,2,2.0
17427,15309,1,3.0
17427,15247,1,4.0
17427,14890,1,5.0
17429,15494,1,1.0
17429,15509,1,2.0
17429,15551,1,3.0
17429,15869,1,4.0
17429,15956,1,5.0
17430,15221,1,1.0
17431,14915,1,1.0
17432,15506,1,1.0
17433,14970,1,1.0
17433,15106,1,2.0
17433,15681,1,3.0
17433,15744,1,4.0
17433,15845,1,5.0
17434,15081,3,1.0
17434,15654,1,2.0
17434,15566,1,3.0
17435,15391,1,1.0
17435,15676,1,2.0
17435,15698,1,3.0
17435,15799,1,4.0
17435,15838,1,5.0
17436,15037,2,1.0
17436,14873,1,2.0
17437,15582,2,1.0
17437,15256,1,2.0
17437,15874,1,3.0
17438,14870,2,1.0
17438,15250,1,2.0
17438,15323,1,3.0
17438,15730,1,4.0
17438,15821,1,5.0
17439,15343,1,1.0
17439,15501,1,2.0
17439,15631,1,3.0
17440,15939,1,1.0
17441,15557,1,1.0
17441,15065,1,2.0
17442,15299,2,1.0
17443,15056,1,1.0
17444,15056,2,1.0
17444,16016,1,2.0
17445,16032,1,1.0
17446,15452,3,1.0
17446,14871,1,2.0
17446,15933,1,3.0
17446,14961,1,4.0
17446,15794,1,5.0
17447,15016,1,1.0
17447,15160,1,2.0
17447,15228,1,3.0
17447,15362,1,4.0
17447,15410,1,5.0
17448,15996,1,1.0
17450,15927,2,1.0
17451,15177,2,1.0
17452,14854,2,1.0
17453,15293,1,1.0
17453,15399,1,2.0
17454,14898,1,1.0
17454,15498,1,2.0
17455,15006,1,1.0
17456,15006,1,1.0
17458,15996,2,1.0
17459,15444,1,1.0
17460,15191,1,1.0
17460,15903,1,2.0
17461,14918,1,1.0
17461,15007,1,2.0
17462,15431,1,1.0
17463,15611,1,1.0
17464,15119,2,1.0
17464,15295,1,2.0
17464,15955,1,3.0
17465,15092,2,1.0
17465,15230,2,2.0
17465,15219,1,3.0
17465,15284,1,4.0
17465,15393,1,5.0
17466,15678,1,1.0
17467,15129,1,1.0
17468,14952,1,1.0
17468,15118,1,2.0
17469,15376,1,1.0
17470,15886,2,1.0
17470,15721,1,2.0
17471,15157,2,1.0
17471,15673,2,2.0
17471,14988,1,3.0
17471,15023,1,4.0
17471,15356,1,5.0
17472,15288,2,1.0
17472,15531,1,2.0
17473,15087,1,1.0
17473,15257,1,2.0
17474,14952,2,1.0
17474,15118,2,2.0
17474,15469,1,3.0
17475,15109,1,1.0
17475,15482,1,2.0
17475,14860,1,3.0
17475,14902,1,4.0
17475,15008,1,5.0
17476,15557,1,1.0
17476,15615,1,2.0
17477,15841,2,1.0
17478,15012,3,1.0
17478,15128,1,2.0
17478,15753,1,3.0
17479,15078,1,1.0
17480,15913,2,1.0
17480,15979,2,2.0
17480,15106,1,3.0
17480,15588,1,4.0
17480,15014,1,5.0
17481,15171,1,1.0
17482,15064,2,1.0
17483,14839,1,1.0
17483,15064,1,2.0
17483,15315,1,3.0
17483,15639,1,4.0
17483,15673,1,5.0
17484,15911,1,1.0
17485,15743,1,1.0
17486,15754,2,1.0
17486,15474,1,2.0
17486,15535,1,3.0
17486,15677,1,4.0
17486,15825,1,5.0
17487,15040,1,1.0
17487,15064,1,2.0
17488,15841,2,1.0
17488,14934,1,2.0
17488,15660,1,3.0
17489,15179,2,1.0
17489,14978,2,2.0
17490,15014,1,1.0
17490,15088,1,2.0
17490,15231,1,3.0
17490,15954,1,4.0
17490,15414,1,5.0
17491,15068,3,1.0
17491,15551,2,2.0
17491,15260,1,3.0
17491,14929,1,4.0
17491,15075,1,5.0
17492,15651,1,1.0
17493,15043,2,1.0
17493,14863,1,2.0
17493,15364,1,3.0
17493,15379,1,4.0
17494,15269,1,1.0
17495,15030,1,1.0
17495,15062,1,2.0
17495,15345,1,3.0
17495,15575,1,4.0
17496,14940,3,1.0
17497,15485,1,1.0
17498,15735,2,1.0
17498,15806,2,2.0
17498,16006,1,3.0
17498,14837,1,4.0
17498,15143,1,5.0
17499,15589,2,1.0
17500,15442,2,1.0
17500,14843,1,2.0
17500,14864,1,3.0
17500,14881,1,4.0
17500,14904,1,5.0
17502,15992,3,1.0
17503,14939,3,1.0
17503,15092,1,2.0
17503,15230,1,3.0
17504,15907,1,1.0
17506,14843,1,1.0
17506,14986,1,2.0
17506,15055,1,3.0
17506,15144,1,4.0
17506,15353,1,5.0
17507,15527,1,1.0
17508,15265,3,1.0
17508,15006,2,2.0
17508,15857,2,3.0
17508,14840,1,4.0
17508,15391,1,5.0
17509,15269,2,1.0
17510,15532,2,1.0
17511,15955,1,1.0
17512,15119,1,1.0
17512,15295,1,2.0
17512,15955,1,3.0
17513,15489,1,1.0
17514,15565,1,1.0
17514,15709,1,2.0
17515,15311,1,1.0
17515,15732,1,2.0
17516,15326,1,1.0
17516,14843,1,2.0
17516,14864,1,3.0
17516,14881,1,4.0
17516,14904,1,5.0
17517,15911,1,1.0
17518,15172,1,1.0
17519,15092,2,1.0
17519,15230,2,2.0
17519,15219,1,3.0
17519,15284,1,4.0
17519,15393,1,5.0
17520,15218,3,1.0
17520,15077,1,2.0
17520,15871,1,3.0
17520,15156,1,4.0
17521,15065,1,1.0
17522,15527,1,1.0
17523,15014,1,1.0
17523,15088,1,2.0
17524,14853,1,1.0
17524,15141,1,2.0
17524,15220,1,3.0
17524,15233,1,4.0
17524,15277,1,5.0
17525,15045,1,1.0
17525,15119,1,2.0
17525,15488,1,3.0
17526,15523,3,1.0
17526,15412,1,2.0
17527,15750,1,1.0
17528,15212,1,1.0
17529,14856,1,1.0
17529,15117,1,2.0
17529,15451,1,3.0
17530,14849,1,1.0
17530,15709,1,2.0
17530,14978,1,3.0
17531,15688,2,1.0
17531,15287,2,2.0
17532,15578,1,1.0
17532,14975,1,2.0
17533,15006,1,1.0
17534,15341,3,1.0
17534,15882,2,2.0
17535,15547,3,1.0
17536,15458,1,1.0
17537,15596,1,1.0
17538,15596,1,1.0
17539,15620,1,1.0
17540,15872,1,1.0
17541,14913,1,1.0
17542,15840,1,1.0
17543,15016,1,1.0
17543,15160,1,2.0
17543,15228,1,3.0
17543,15362,1,4.0
17543,15410,1,5.0
17544,14965,1,1.0
17545,15200,1,1.0
17545,15925,1,2.0
17545,15944,1,3.0
17546,14940,2,1.0
17546,15810,1,2.0
17547,15217,1,1.0
17547,15773,1,2.0
17548,15161,1,1.0
17548,16026,1,2.0
17549,15156,1,1.0
17550,15348,1,1.0
17550,14844,1,2.0
17550,15084,1,3.0
17550,15165,1,4.0
17550,15503,1,5.0
17551,14955,1,1.0
17551,14867,1,2.0
17551,15240,1,3.0
17551,15655,1,4.0
17551,15895,1,5.0
17552,14844,1,1.0
17552,14899,1,2.0
17552,14920,1,3.0
17552,14927,1,4.0
17552,14947,1,5.0
17553,15059,1,1.0
17554,15075,1,1.0
17555,14893,1,1.0
17555,14909,1,2.0
17555,15047,1,3.0
17555,15053,1,4.0
17555,15093,1,5.0
17556,15186,2,1.0
17556,15647,2,2.0
17556,15649,2,3.0
17556,14893,1,4.0
17556,14909,1,5.0
17557,15416,1,1.0
17557,15569,1,2.0
17557,15786,1,3.0
17557,15843,1,4.0
17557,15884,1,5.0
17558,15187,1,1.0
17559,15340,1,1.0
17560,14921,1,1.0
17560,15146,1,2.0
17560,15649,1,3.0
17560,15704,1,4.0
17560,15997,1,5.0
17561,14846,1,1.0
17561,14896,1,2.0
17561,14924,1,3.0
17561,15015,1,4.0
17561,15079,1,5.0
17562,15668,1,1.0
17563,15374,2,1.0
17563,15261,1,2.0
17563,15559,1,3.0
17563,15716,1,4.0
17563,15851,1,5.0
17564,15097,1,1.0
17565,15238,2,1.0
17565,15011,1,2.0
17565,15860,1,3.0
17565,15616,1,4.0
17566,15162,2,1.0
17566,15688,1,2.0
17566,14965,1,3.0
17566,14926,1,4.0
17566,14953,1,5.0
17567,15516,1,1.0
17567,15086,1,2.0
17568,15589,1,1.0
17569,15879,1,1.0
17570,15322,2,1.0
17570,15216,1,2.0
17570,14844,1,3.0
17570,14899,1,4.0
17570,14920,1,5.0
17571,15904,1,1.0
17573,15881,1,1.0
17573,15341,1,2.0
17573,14982,1,3.0
17574,15516,1,1.0
17574,15620,1,2.0
17574,15288,1,3.0
17574,15531,1,4.0
17575,15064,2,1.0
17576,14839,1,1.0
17576,15064,1,2.0
17576,15315,1,3.0
17576,15639,1,4.0
17576,15673,1,5.0
17577,15596,1,1.0
17578,15596,2,1.0
17579,15276,1,1.0
17580,15431,1,1.0
17581,15847,1,1.0
17582,15384,3,1.0
17583,14956,1,1.0
17583,15273,1,2.0
17583,16013,1,3.0
17583,15750,1,4.0
17584,15491,3,1.0
17584,15197,2,2.0
17584,15318,1,3.0
17585,15359,1,1.0
17586,14990,1,1.0
17586,15359,1,2.0
17587,15027,1,1.0
17587,15907,1,2.0
17588,15578,1,1.0
17589,15172,1,1.0
17590,15211,2,1.0
17591,15056,1,1.0
17592,15056,1,1.0
17593,15211,2,1.0
17594,15242,1,1.0
17595,15596,1,1.0
17596,14982,2,1.0
17596,15244,1,2.0
17596,15667,1,3.0
17596,15803,1,4.0
17596,16003,1,5.0
17597,15562,1,1.0
17598,14854,3,1.0
17598,15562,2,2.0
17598,15023,2,3.0
17598,15995,1,4.0
17599,15107,2,1.0
17600,14893,1,1.0
17600,14909,1,2.0
17600,15047,1,3.0
17600,15053,1,4.0
17600,15093,1,5.0
17601,15066,1,1.0
17603,15444,1,1.0
17604,15092,1,1.0
17604,15219,1,2.0
17604,15230,1,3.0
17604,15284,1,4.0
17604,15393,1,5.0
17605,14893,1,1.0
17605,14909,1,2.0
17605,15047,1,3.0
17605,15053,1,4.0
17605,15093,1,5.0
17606,14893,2,1.0
17606,14909,2,2.0
17606,15047,2,3.0
17606,15053,2,4.0
17606,15093,2,5.0
17607,14893,2,1.0
17607,14909,2,2.0
17607,15047,2,3.0
17607,15053,2,4.0
17607,15093,2,5.0
17608,14893,1,1.0
17608,14909,1,2.0
17608,15047,1,3.0
17608,15053,1,4.0
17608,15093,1,5.0
17609,14893,1,1.0
17609,14909,1,2.0
17609,15047,1,3.0
17609,15053,1,4.0
17609,15093,1,5.0
17610,15658,1,1.0
17611,15538,1,1.0
17611,15658,1,2.0
17611,15119,1,3.0
17611,15295,1,4.0
17611,15955,1,5.0
17612,14880,1,1.0
17612,15411,1,2.0
17613,14916,1,1.0
17613,15005,1,2.0
17613,15072,1,3.0
17613,15190,1,4.0
17613,15515,1,5.0
17614,15485,2,1.0
17615,15117,1,1.0
17616,15660,2,1.0
17616,15176,1,2.0
17616,15771,1,3.0
17616,14866,1,4.0
17616,15169,1,5.0
17617,14991,1,1.0
17618,15286,2,1.0
17618,15011,1,2.0
17618,15116,1,3.0
17618,15283,1,4.0
17618,15407,1,5.0
17619,15071,1,1.0
17619,15344,1,2.0
17619,15467,1,3.0
17619,15666,1,4.0
17619,15695,1,5.0
17620,15014,1,1.0
17620,15088,1,2.0
17621,14893,1,1.0
17621,14909,1,2.0
17621,15047,1,3.0
17621,15053,1,4.0
17621,15093,1,5.0
17622,15016,1,1.0
17622,15160,1,2.0
17622,15228,1,3.0
17622,15362,1,4.0
17622,15410,1,5.0
17623,15305,1,1.0
17624,15129,1,1.0
17624,15918,1,2.0
17625,15114,1,1.0
17625,15671,1,2.0
17625,15867,1,3.0
17626,15092,2,1.0
17626,15230,2,2.0
17626,15219,1,3.0
17626,15284,1,4.0
17626,15393,1,5.0
17627,14982,2,1.0
17628,15538,3,1.0
17628,15561,1,2.0
17629,14957,3,1.0
17629,15978,1,2.0
17629,15128,1,3.0
17629,15538,1,4.0
17629,15658,1,5.0
17630,15270,1,1.0
17631,15270,1,1.0
17632,15870,1,1.0
17633,14897,2,1.0
17633,14997,1,2.0
17633,15112,1,3.0
17633,15296,1,4.0
17633,15429,1,5.0
17634,14887,1,1.0
17635,15200,1,1.0
17635,15925,1,2.0
17635,15944,1,3.0
17636,15482,2,1.0
17636,15109,1,2.0
17636,15438,1,3.0
17636,15950,1,4.0
17636,14860,1,5.0
17637,15516,1,1.0
17638,15028,1,1.0
17639,15971,1,1.0
17640,15148,1,1.0
17641,15964,1,1.0
17642,15133,1,1.0
17642,15009,1,2.0
17643,14982,1,1.0
17645,15300,2,1.0
17645,15017,2,2.0
17645,15132,2,3.0
17645,14987,1,4.0
17645,15101,1,5.0
17646,15016,1,1.0
17646,15160,1,2.0
17646,15228,1,3.0
17646,15362,1,4.0
17646,15410,1,5.0
17647,15016,1,1.0
17647,15160,1,2.0
17647,15228,1,3.0
17647,15362,1,4.0
17647,15410,1,5.0
17648,15016,1,1.0
17648,15160,1,2.0
17648,15228,1,3.0
17648,15362,1,4.0
17648,15410,1,5.0
17649,15016,1,1.0
17649,15160,1,2.0
17649,15228,1,3.0
17649,15362,1,4.0
17649,15410,1,5.0
17650,15016,1,1.0
17650,15160,1,2.0
17650,15228,1,3.0
17650,15362,1,4.0
17650,15410,1,5.0
17651,15045,1,1.0
17651,15119,1,2.0
17651,15488,1,3.0
17652,15045,1,1.0
17653,15101,1,1.0
17654,14987,1,1.0
17654,15017,1,2.0
17654,15101,1,3.0
17654,15132,1,4.0
17654,15793,1,5.0
17655,15017,1,1.0
17655,15132,1,2.0
17655,15254,1,3.0
17655,15778,1,4.0
17656,15793,2,1.0
17656,15805,2,2.0
17656,15456,1,3.0
17656,14987,1,4.0
17656,15017,1,5.0
17657,15900,1,1.0
17657,15456,1,2.0
17657,15524,1,3.0
17657,15137,1,4.0
17657,15439,1,5.0
17658,15030,1,1.0
17658,15062,1,2.0
17658,15345,1,3.0
17658,15575,1,4.0
17659,15027,1,1.0
17660,16026,1,1.0
17661,15977,1,1.0
17662,15743,1,1.0
17663,15693,1,1.0
17664,15339,1,1.0
17665,15159,1,1.0
17666,15203,2,1.0
17667,15559,2,1.0
17667,15261,2,2.0
17667,14926,1,3.0
17667,14953,1,4.0
17667,15095,1,5.0
20205,14900,2,1.0
20205,15242,1,2.0
17669,14999,1,1.0
17669,15155,1,2.0
17669,15416,1,3.0
17669,15574,1,4.0
17669,15736,1,5.0
17670,15292,1,1.0
17670,16023,1,2.0
17670,15993,1,3.0
17671,15849,2,1.0
17671,15975,2,2.0
17671,14887,1,3.0
17671,14901,1,4.0
17671,15194,1,5.0
17672,14846,1,1.0
17672,14896,1,2.0
17672,14924,1,3.0
17672,15015,1,4.0
17672,15079,1,5.0
17673,14884,1,1.0
17673,15138,1,2.0
17673,15305,1,3.0
17673,15883,1,4.0
17673,15328,1,5.0
17675,15320,1,1.0
17675,15337,1,2.0
17675,15475,1,3.0
17675,15935,1,4.0
17676,15901,1,1.0
17677,15193,1,1.0
17679,14984,1,1.0
17679,15125,1,2.0
17679,15164,1,3.0
17679,15415,1,4.0
17679,15451,1,5.0
17680,15289,1,1.0
17681,15004,1,1.0
17681,15414,1,2.0
17681,15772,1,3.0
17681,15803,1,4.0
17683,15444,1,1.0
17684,15510,1,1.0
17685,15570,1,1.0
17685,15979,1,2.0
17685,14843,1,3.0
17685,14864,1,4.0
17685,14881,1,5.0
17686,15248,1,1.0
17687,15248,1,1.0
17688,14887,1,1.0
17689,15823,1,1.0
17690,15061,1,1.0
17691,15051,1,1.0
17691,15555,1,2.0
17691,16019,1,3.0
17692,15335,1,1.0
17692,14844,1,2.0
17692,14899,1,3.0
17692,14920,1,4.0
17692,14927,1,5.0
17693,15186,1,1.0
17693,15647,1,2.0
17694,15340,1,1.0
17695,14916,1,1.0
17695,15005,1,2.0
17695,15072,1,3.0
17695,15190,1,4.0
17695,15515,1,5.0
17696,15047,3,1.0
17696,14893,2,2.0
17696,14909,2,3.0
17696,15053,2,4.0
17696,15093,2,5.0
17697,14893,2,1.0
17697,14909,2,2.0
17697,15047,2,3.0
17697,15053,2,4.0
17697,15093,2,5.0
17698,14893,2,1.0
17698,14909,2,2.0
17698,15047,2,3.0
17698,15053,2,4.0
17698,15093,2,5.0
17699,14893,1,1.0
17699,14909,1,2.0
17699,15047,1,3.0
17699,15053,1,4.0
17699,15093,1,5.0
17700,15273,2,1.0
17700,16013,1,2.0
17701,15535,2,1.0
17701,14942,1,2.0
17701,15323,1,3.0
17701,15792,1,4.0
17701,16013,1,5.0
17702,15854,1,1.0
17703,15754,3,1.0
17703,15474,1,2.0
17703,15535,1,3.0
17703,15677,1,4.0
17703,15825,1,5.0
17705,15138,1,1.0
17706,15023,3,1.0
17707,14933,2,1.0
17708,14893,1,1.0
17708,14909,1,2.0
17708,15047,1,3.0
17708,15053,1,4.0
17708,15093,1,5.0
17709,15432,2,1.0
17710,15811,1,1.0
17711,15811,2,1.0
17712,15495,1,1.0
17713,15587,1,1.0
17714,15971,1,1.0
17715,15218,1,1.0
17716,15257,1,1.0
17717,15601,2,1.0
17717,15467,1,2.0
17717,15568,1,3.0
17717,14926,1,4.0
17717,14953,1,5.0
17718,15056,1,1.0
17718,16016,1,2.0
17719,15027,1,1.0
17719,15907,1,2.0
