path_id,root_id,final_id,depth,cumulative_cost
P33150,0,0,2,0.75
P33692,0,0,2,0.75
P33194,0,0,2,0.75
P33548,0,0,2,0.75
P33012,0,0,2,0.75
P33654,0,0,2,0.75
P9693,0,0,1,10.0
P9700,0,0,2,0.2
P9723,0,0,2,0.5
P9690,0,0,2,0.5
P9721,0,0,2,0.5
P9701,0,0,2,0.5
P9738,0,0,2,2.5
P9736,0,0,2,3.0
P9695,0,0,3,0.025
P9685,0,0,3,0.025
P9744,0,0,3,0.028
P9702,0,0,3,0.04
P9712,0,0,3,0.0448
P9740,0,0,3,0.0448
P9694,0,0,3,0.05
P9742,0,0,3,0.05
P9727,0,0,3,0.05
P9726,0,0,3,0.05
P9734,0,0,3,0.056
P9735,0,0,3,0.056
P9681,0,0,3,0.056
P9698,0,0,3,0.0599
P9729,0,0,3,0.0672
P9706,0,0,3,0.0672
P9704,0,0,3,0.0672
P9730,0,0,3,0.075
P9696,0,0,3,0.075
P9711,0,0,3,0.075
P9717,0,0,3,0.084
P9719,0,0,3,0.084
P16084,0,0,2,0.5
P15969,0,0,2,0.5
P16081,0,0,2,0.5
P16007,0,0,2,0.5
P16059,0,0,2,2.125
P16132,0,0,2,2.5
P16047,0,0,2,3.0
P15988,0,0,3,0.025
P15955,0,0,3,0.025
P16158,0,0,3,0.028
P16011,0,0,3,0.04
P16065,0,0,3,0.0448
P16142,0,0,3,0.0448
P15987,0,0,3,0.05
P16153,0,0,3,0.05
P16100,0,0,3,0.05
P16091,0,0,3,0.05
P16125,0,0,3,0.056
P16129,0,0,3,0.056
P15945,0,0,3,0.056
P15997,0,0,3,0.0599
P16090,0,0,3,0.06
P16107,0,0,3,0.0672
P16034,0,0,3,0.0672
P16026,0,0,3,0.0672
P16108,0,0,3,0.075
P15992,0,0,3,0.075
P16058,0,0,3,0.075
P16077,0,0,3,0.084
P16080,0,0,3,0.084
P31632,0,0,1,10.0
P31629,0,0,1,10.0
P31468,0,0,1,10.0
P31467,0,0,1,20.0
P31510,0,0,1,25.0
P31554,0,0,2,0.5
P31456,0,0,2,0.5
P31550,0,0,2,0.5
P31484,0,0,2,0.5
P31574,0,0,2,1.44
P31485,0,0,2,1.5
P31615,0,0,2,2.5
P31478,0,0,2,3.06
P31534,0,0,2,3.75
P31498,0,0,2,3.75
P31635,0,0,2,4.5
P31471,0,0,2,5.0
P31526,0,0,3,0.025
P31477,0,0,3,0.025
P31449,0,0,3,0.025
P31638,0,0,3,0.028
P31493,0,0,3,0.03
P31475,0,0,3,0.03
P31490,0,0,3,0.04
P31538,0,0,3,0.0448
P31625,0,0,3,0.0448
P31627,0,0,3,0.05
P31476,0,0,3,0.05
P31633,0,0,3,0.05
P31575,0,0,3,0.05
P34116,0,0,2,1.75
P34113,0,0,2,2.8
P34119,0,0,2,3.5
P34115,0,0,2,5.25
P34118,0,0,3,0.0875
P34112,0,0,3,0.0875
P34117,0,0,3,0.0875
P34114,0,0,3,0.0875
P34120,0,0,3,0.4375
P37593,0,0,1,10.0
P37590,0,0,1,12.0
P37591,0,0,1,15.0
P37592,0,0,1,20.0
P37594,0,0,1,20.0
P23764,0,0,3,0.025
P23761,0,0,3,0.025
P23763,0,0,3,0.025
P23762,0,0,3,0.025
P23765,0,0,3,0.125
P20981,0,0,2,0.75
P20955,0,0,2,0.75
P20980,0,0,2,0.75
P20961,0,0,2,0.75
P20994,0,0,2,3.75
P20958,0,0,3,0.0375
P20952,0,0,3,0.0375
P21000,0,0,3,0.042
P20962,0,0,3,0.06
P20972,0,0,3,0.0672
P20996,0,0,3,0.0672
P20957,0,0,3,0.075
P20998,0,0,3,0.075
P20985,0,0,3,0.075
P20984,0,0,3,0.075
P20992,0,0,3,0.084
P20993,0,0,3,0.084
P20948,0,0,3,0.084
P20960,0,0,3,0.0899
P20987,0,0,3,0.1008
P20966,0,0,3,0.1008
P20964,0,0,3,0.1008
P20988,0,0,3,0.1125
P20959,0,0,3,0.1125
P20971,0,0,3,0.1125
P20977,0,0,3,0.126
P20979,0,0,3,0.126
P20986,0,0,3,0.126
P20953,0,0,3,0.126
P21003,0,0,3,0.126
P16565,0,0,1,15.0
P16430,0,0,2,1.2
P16493,0,0,2,1.2
P16597,0,0,2,1.6
P16503,0,0,2,1.6
P16595,0,0,2,1.6
P16402,0,0,2,1.6
P16372,0,0,2,1.6
P16525,0,0,2,1.64
P16437,0,0,2,2.0
P16479,0,0,2,2.0
P16482,0,0,2,2.0
P16309,0,0,2,2.0
P16481,0,0,2,2.4
P16523,0,0,2,3.2
P16338,0,0,2,5.0
P16486,0,0,3,0.08
P16337,0,0,3,0.08
P16483,0,0,3,0.08
P16379,0,0,3,0.08
P16467,0,0,3,0.08
P16538,0,0,3,0.08
P16450,0,0,3,0.1
P16411,0,0,3,0.16
P16459,0,0,3,0.16
P16485,0,0,3,0.16
P16318,0,0,3,0.16
P16435,0,0,3,0.2
P16573,0,0,3,0.2
P16470,0,0,3,0.24
P10497,0,0,1,20.0
P1471,0,0,2,0.5
P1436,0,0,2,0.5
P1467,0,0,2,0.5
P1445,0,0,2,0.5
P1487,0,0,2,2.5
P1441,0,0,3,0.025
P1432,0,0,3,0.025
P1495,0,0,3,0.028
P1448,0,0,3,0.04
P1458,0,0,3,0.0448
P1491,0,0,3,0.0448
P1440,0,0,3,0.05
P1493,0,0,3,0.05
P1477,0,0,3,0.05
P1476,0,0,3,0.05
P1484,0,0,3,0.056
P1485,0,0,3,0.056
P1428,0,0,3,0.056
P1443,0,0,3,0.0599
P1479,0,0,3,0.0672
P1452,0,0,3,0.0672
P1450,0,0,3,0.0672
P1480,0,0,3,0.075
P1442,0,0,3,0.075
P1457,0,0,3,0.075
P1463,0,0,3,0.084
P1465,0,0,3,0.084
P1478,0,0,3,0.084
P1433,0,0,3,0.084
P1498,0,0,3,0.084
P40858,0,0,2,2.0
P40819,0,0,2,2.25
P40844,0,0,2,2.5
P40867,0,0,2,2.5
P40822,0,0,2,3.0
P40853,0,0,2,3.0
P40827,0,0,2,3.75
P40833,0,0,2,3.75
P40796,0,0,2,3.75
P40821,0,0,2,3.75
P40817,0,0,2,3.75
P40830,0,0,2,4.5
P40864,0,0,2,5.0
P40872,0,0,2,5.0
P40797,0,0,2,5.0
P40855,0,0,2,5.0
P40824,0,0,2,5.025
P40815,0,0,2,6.25
P40854,0,0,2,7.5
P40839,0,0,3,0.1125
P40800,0,0,3,0.125
P40848,0,0,3,0.125
P40808,0,0,3,0.125
P40836,0,0,3,0.15
P40804,0,0,3,0.15
P40834,0,0,3,0.15
P40811,0,0,3,0.15
P40810,0,0,3,0.1875
P40814,0,0,3,0.2
P40847,0,0,3,0.225
P42670,0,0,1,10.0
P42637,0,0,1,15.0
P42664,0,0,2,0.625
P42668,0,0,2,0.75
P42652,0,0,2,0.75
P42662,0,0,2,0.75
P42661,0,0,2,1.0
P42656,0,0,2,1.25
P42640,0,0,2,1.25
P42643,0,0,2,1.25
P42663,0,0,2,2.25
P42673,0,0,2,2.7
P42636,0,0,2,3.0
P42675,0,0,3,0.0628
P42645,0,0,3,0.0628
P42648,0,0,3,0.0628
P42642,0,0,3,0.0785
P42624,0,0,3,0.0785
P42634,0,0,3,0.0942
P42659,0,0,3,0.1
P42626,0,0,3,0.1
P42658,0,0,3,0.1
P42633,0,0,3,0.1
P42644,0,0,3,0.1178
P42631,0,0,3,0.1178
P42647,0,0,3,0.144
P42650,0,0,3,0.157
P42678,0,0,3,0.157
P42638,0,0,3,0.18
P42632,0,0,3,0.216
P48654,0,0,2,3.0
P18050,0,0,1,8.0
P18036,0,0,1,10.0
P18069,0,0,1,10.0
P17997,0,0,1,12.0
P18011,0,0,1,15.0
P18061,0,0,1,20.0
P18077,0,0,1,20.0
P17959,0,0,1,20.0
P18046,0,0,1,20.0
P18000,0,0,1,20.1
P17989,0,0,1,25.0
P18044,0,0,1,30.0
P17961,0,0,2,0.5
P18039,0,0,2,0.5
P17977,0,0,2,0.5
P17987,0,0,2,0.8
P17960,0,0,2,0.96
P18027,0,0,2,1.0
P17970,0,0,2,1.0
P18022,0,0,2,1.0
P17983,0,0,2,1.0
P18066,0,0,2,1.0
P18037,0,0,2,1.0
P18033,0,0,2,1.0
P18051,0,0,2,1.0
P18035,0,0,2,1.5
P18001,0,0,2,1.5
P17967,0,0,2,1.5
P17976,0,0,2,1.5
P17978,0,0,2,1.5
P14781,0,0,2,14.0
P14792,0,0,3,0.154
P14796,0,0,3,0.175
P14733,0,0,3,0.175
P14795,0,0,3,0.175
P14758,0,0,3,0.175
P14836,0,0,3,0.179
P14717,0,0,3,0.287
P14807,0,0,3,0.2888
P14750,0,0,3,0.3588
P14787,0,0,3,0.3588
P14822,0,0,3,0.3588
P14738,0,0,3,0.3588
P14840,0,0,3,0.3588
P14814,0,0,3,0.3588
P14756,0,0,3,0.4813
P14779,0,0,3,0.5022
P14726,0,0,3,0.574
P14730,0,0,3,0.574
P14745,0,0,3,0.574
P14830,0,0,3,0.574
P14732,0,0,3,0.574
P14793,0,0,3,0.574
P14757,0,0,3,0.574
P14731,0,0,3,0.574
P14744,0,0,3,0.574
P14791,0,0,3,0.7175
P14739,0,0,3,0.7175
P14776,0,0,3,0.7175
P14747,0,0,3,0.7175
P22162,0,0,2,0.8
P22159,0,0,2,1.0
P22157,0,0,2,2.0
P22158,0,0,3,0.075
P22163,0,0,3,0.1
P22165,0,0,3,0.1
P22164,0,0,3,0.125
P22161,0,0,3,0.125
P22160,0,0,3,0.15
P10855,0,0,2,0.75
P10819,0,0,2,1.0
P10833,0,0,2,1.0
P10838,0,0,2,2.5
P10836,0,0,2,3.0
P10815,0,0,3,0.15
P10850,0,0,3,0.15
P10807,0,0,3,0.15
P10842,0,0,3,0.15
P10845,0,0,3,0.15
P10813,0,0,3,0.15
P10856,0,0,3,0.2
P10846,0,0,3,0.225
P10835,0,0,3,0.225
P10812,0,0,3,0.24
P10832,0,0,3,0.24
P10853,0,0,3,0.25
P10830,0,0,3,0.25
P10827,0,0,3,0.27
P10837,0,0,3,0.2805
P10818,0,0,3,0.3
P10808,0,0,3,0.3
P10847,0,0,3,0.3
P10844,0,0,3,0.3
P10816,0,0,3,0.3
P10817,0,0,3,0.3
P10839,0,0,3,0.3
P10821,0,0,3,0.3
P10825,0,0,3,0.3
P10811,0,0,3,0.375
P22214,0,0,1,15.3
P46946,0,0,2,6.0
P46944,0,0,3,0.5
P46945,0,0,3,1.0
P29082,0,0,3,0.1087
P29081,0,0,3,0.1575
P29088,0,0,3,0.1875
P29089,0,0,3,0.2475
P29087,0,0,3,0.3
P29086,0,0,3,0.36
P29092,0,0,3,0.375
P29084,0,0,3,0.375
P29091,0,0,3,0.375
P29090,0,0,3,0.375
P29094,0,0,3,0.4375
P29096,0,0,3,0.45
P29093,0,0,3,0.6
P29085,0,0,3,0.675
P29083,0,0,3,1.8
P29095,0,0,3,1.875
P3355,0,0,2,0.435
P3356,0,0,2,0.75
P3367,0,0,2,1.75
P3361,0,0,3,0.103
P3372,0,0,3,0.103
P3362,0,0,3,0.103
P3369,0,0,3,0.1288
P3359,0,0,3,0.1288
P3370,0,0,3,0.1288
P3354,0,0,3,0.1288
P3353,0,0,3,0.1545
P3357,0,14832,3,0.1803
P3364,0,0,3,0.2
P3373,0,0,3,0.24
P3352,0,0,3,0.3
P3360,0,0,3,0.3
P3365,0,0,3,0.3
P3358,0,0,3,0.3
P3366,0,0,3,0.36
P3371,0,0,3,0.45
P3368,0,0,3,0.6
P3363,0,0,3,0.6
P40882,0,0,1,10.0
P40889,0,0,2,0.5
P40885,0,0,2,0.5
P40880,0,0,2,0.64
P40879,0,0,2,0.96
P40888,0,0,2,1.0
P40887,0,0,2,1.5
P40884,0,0,2,1.5
P40878,0,0,2,1.5
P40886,0,0,2,2.5
P40881,0,0,3,0.1
P40883,0,0,3,0.2
P14217,0,0,1,25.0
P7596,0,0,2,0.4
P7586,0,0,2,0.4
P7664,0,0,2,0.64
P7576,0,0,2,0.64
P7685,0,0,2,0.8
P7697,0,0,2,0.8
P7601,0,0,2,0.96
P7587,0,0,2,1.2
P7711,0,0,2,1.2
P7595,0,0,2,1.6
P7613,0,0,2,1.6
P7649,0,0,2,1.6
P7655,0,0,2,2.0
P7715,0,0,2,2.0
P7731,0,0,2,2.0
P7560,0,0,2,2.0
P7694,0,0,2,2.0
P7699,0,0,2,2.4
P7610,0,0,2,2.4
P7657,0,0,3,0.02
P7573,0,0,3,0.02
P7656,0,0,3,0.02
P7598,0,0,3,0.02
P7634,0,0,3,0.02
P7696,0,0,3,0.032
P7663,0,0,3,0.032
P7662,0,0,3,0.032
P7566,0,0,3,0.032
P7665,0,0,3,0.032
P7578,0,0,3,0.032
P36161,0,0,1,5.0
P36238,0,0,1,5.0
P36121,0,0,1,10.0
P36200,0,0,2,0.25
P36132,0,0,2,0.25
P36193,0,0,2,0.25
P36154,0,0,2,0.25
P36185,0,0,2,0.5
P36228,0,0,2,1.25
P36206,0,0,2,1.275
P36122,0,0,2,1.5
P36141,0,0,2,1.5
P36138,0,0,2,2.25
P36186,0,0,2,3.075
P36143,0,0,2,3.6
P36145,0,0,3,0.0125
P36119,0,0,3,0.0125
P36240,0,0,3,0.014
P36235,0,0,3,0.015
P36146,0,0,3,0.015
P36159,0,0,3,0.02
P36177,0,0,3,0.0224
P36233,0,0,3,0.0224
P36203,0,0,3,0.025
P36135,0,0,3,0.025
P36196,0,0,3,0.025
P36157,0,0,3,0.025
P36144,0,0,3,0.025
P36237,0,0,3,0.025
P36208,0,0,3,0.025
P28327,0,0,2,2.25
P19745,0,0,3,0.0625
P19742,0,0,3,0.0625
P19744,0,0,3,0.0625
P19743,0,0,3,0.0625
P19746,0,0,3,0.3125
P13461,0,0,1,5.0
P13803,0,0,1,12.8
P13604,0,0,2,0.15
P13767,0,0,2,0.25
P13593,0,0,2,0.34
P13556,0,0,2,0.4
P13572,0,0,2,0.4
P13662,0,0,2,0.4
P13699,0,0,2,0.4
P13751,0,0,2,0.4
P13455,0,0,2,0.4
P13589,0,0,2,0.61
P13890,0,0,2,0.64
P13333,0,0,2,0.64
P13644,0,0,2,0.75
P13378,0,0,2,0.75
P13625,0,0,2,0.75
P13465,0,0,2,0.75
P13918,0,0,2,0.75
P13675,0,0,2,0.8
P13729,0,0,2,0.8
P13666,0,0,2,0.96
P13725,0,0,2,1.0
P13489,0,0,2,1.0
P13410,0,0,2,1.2
P13602,0,0,2,1.2
P13599,0,0,2,1.2
P13792,0,0,2,1.2
P13348,0,0,2,1.25
P13713,0,0,2,1.305
P1252,0,0,2,3.6
P1250,0,0,2,4.5
P1253,0,0,2,6.15
P1251,0,0,3,3.0
P32644,0,0,2,3.0
P1504,0,0,2,0.85
P1503,0,0,2,1.5
P21838,0,0,2,2.25
P21837,0,0,3,0.3375
P12895,0,0,2,1.5
P12900,0,0,2,2.0
P12927,0,0,2,2.5
P12888,0,0,2,4.56
P12925,0,0,2,5.0
P12902,0,0,2,6.25
P12911,0,0,3,0.1348
P12905,0,0,3,0.2
P12892,0,0,3,0.3
P12884,0,0,3,0.375
P12885,0,0,3,0.385
P12912,0,0,3,0.5
P12922,0,0,3,0.525
P12923,0,0,3,0.6
P12916,0,0,3,0.6
P12886,0,0,3,0.675
P12906,0,0,3,0.72
P12889,0,0,3,0.768
P12919,0,0,3,0.77
P12883,0,0,3,0.9562
P12893,0,0,3,0.96
P12928,0,0,3,0.96
P12907,0,0,3,0.96
P12896,0,0,3,0.9625
P12908,0,0,3,1.02
P12903,0,0,3,1.2
P12913,0,0,3,1.2
P12929,0,0,3,1.2
P12899,0,0,3,1.2
P12898,0,0,3,1.2
P29059,0,0,2,3.0
P48200,0,0,3,0.08
P48202,0,0,3,0.224
P48199,0,0,3,0.24
P48201,0,0,3,0.42
P17682,0,0,3,0.18
P17684,0,0,3,0.36
P17683,0,0,3,0.36
P14435,0,0,3,0.15
P14434,0,0,3,0.18
P14432,0,0,3,0.25
P14433,0,0,3,0.25
P40374,0,0,2,1.2
P40343,0,0,2,1.5
P40328,0,0,2,1.8
P40350,0,0,2,2.0
P40346,0,0,2,2.0
P40353,0,0,2,2.0
P40361,0,0,2,2.0
P40371,0,0,2,2.5
P40357,0,0,2,2.5
P40360,0,0,2,2.5
P40341,0,0,2,3.5
P40347,0,0,2,4.0
P40320,0,0,3,0.03
P40372,0,0,3,0.075
P40359,0,0,3,0.125
P40345,0,0,3,0.125
P40334,0,0,3,0.1275
P40336,0,0,3,0.152
P40373,0,0,3,0.16
P40319,0,0,3,0.175
P40364,0,0,3,0.175
P40366,0,0,3,0.175
P40333,0,0,3,0.175
P40332,0,0,3,0.1824
P40344,0,0,3,0.2
P40330,0,0,3,0.2
P40351,0,0,3,0.2
P40339,0,0,3,0.225
P40358,0,0,3,0.225
P40375,0,0,3,0.228
P30132,0,0,3,0.75
P48412,0,0,3,0.025
P48409,0,0,3,0.025
P48411,0,0,3,0.025
P48410,0,0,3,0.025
P48415,0,0,3,0.05
P48416,0,0,3,0.05
P48414,0,0,3,0.125
P48413,0,0,3,0.2
P43451,0,0,2,3.6
P160,0,0,3,0.0375
P161,0,0,3,0.0625
P163,0,0,3,0.125
P159,0,0,3,0.1875
P164,0,0,3,0.25
P162,0,0,3,0.375
P19439,0,0,2,1.5
P19442,0,0,2,2.25
P19441,0,0,2,2.25
P19425,0,0,3,0.03
P19426,0,0,3,0.03
P19435,0,0,3,0.075
P19429,0,0,3,0.075
P19434,0,0,3,0.075
P19432,0,0,3,0.075
P19427,0,0,3,0.075
P19431,0,0,3,0.075
P19437,0,0,3,0.075
P19436,0,0,3,0.1125
P19430,0,0,3,0.1125
P19428,0,0,3,0.1875
P19433,0,0,3,0.2625
P19440,0,0,3,0.375
P19438,0,0,3,0.375
P17506,0,0,2,4.8
P46964,0,0,3,4.8
P32341,0,0,2,3.0
P32334,0,0,3,0.075
P32338,0,0,3,0.075
P32339,0,0,3,0.15
P32335,0,0,3,0.15
P32349,0,0,3,0.15
P32340,0,0,3,0.24
P32337,0,0,3,0.24
P32328,0,0,3,0.24
P32342,0,0,3,0.261
P32350,0,0,3,0.3
P32329,0,0,3,0.3
P32346,0,0,3,0.3
P32345,0,0,3,0.3
P32331,0,0,3,0.3
P32332,0,0,3,0.3
P32336,0,0,3,0.3
P32327,0,0,3,0.3
P32348,0,0,3,0.3
P32343,0,0,3,0.3
P32352,0,0,3,0.3
P32347,0,0,3,0.3
P32344,0,0,3,0.45
P32351,0,0,3,0.45
P32333,0,0,3,0.45
P32330,0,0,3,0.75
P17681,0,0,2,3.0
P17680,0,0,2,4.5
P10738,0,0,2,1.525
P10741,0,0,2,6.1
P10734,0,0,3,0.4575
P10737,0,0,3,0.61
P10740,0,0,3,0.915
P10735,0,0,3,1.3725
P10736,0,0,3,1.3725
P10739,0,0,3,1.4182
P3376,0,0,2,1.0675
P3383,0,0,2,1.525
P3378,0,0,2,1.525
P3381,0,0,2,1.525
P3387,0,0,2,1.586
P3386,0,0,3,0.244
P3385,0,0,3,0.305
P3384,0,0,3,0.305
P3389,0,0,3,0.3812
P3390,0,0,3,0.4575
P3391,0,0,3,0.4575
P3380,0,0,3,0.4804
P3388,0,0,3,0.549
P3392,0,0,3,0.549
P3382,0,0,3,0.549
P3379,0,0,3,0.549
P3377,0,0,3,0.8006
P22093,0,0,2,2.25
P22095,0,0,3,0.1125
P22090,0,0,3,0.135
P22098,0,0,3,0.15
P22096,0,0,3,0.18
P22092,0,0,3,0.18
P22091,0,0,3,0.225
P22088,0,0,3,0.225
P22094,0,0,3,0.225
P22097,0,0,3,0.225
P22089,0,0,3,0.225
P22216,0,0,2,1.5
P43349,0,0,2,0.75
P43346,0,0,2,1.35
P43353,0,0,2,2.25
P43348,0,0,2,3.0
P43351,0,0,3,0.0375
P43344,0,0,3,0.0675
P43350,0,0,3,0.15
P43347,0,0,3,0.15
P43345,0,0,3,0.18
P43343,0,0,3,0.18
P43342,0,0,3,0.225
P43352,0,0,3,0.375
P43354,0,0,3,0.6
P20260,0,0,2,2.5
P1275,0,0,2,1.0
P1271,0,0,3,0.05
P1267,0,0,3,0.09
P1274,0,0,3,0.15
P1270,0,0,3,0.16
P1268,0,0,3,0.2
P1272,0,0,3,0.2
P1266,0,0,3,0.3
P1262,0,0,3,0.3
P1269,0,0,3,0.3
P1265,0,0,3,0.3
P1263,0,0,3,0.36
P1261,0,0,3,0.4
P1273,0,0,3,0.4613
P1264,0,0,3,0.6
P17508,0,0,2,3.0
P17510,0,0,3,0.6
P17509,0,0,3,1.2
P17663,0,0,3,0.549
P17662,0,0,3,0.7625
P16612,0,0,2,2.5
P27218,0,0,3,0.7448
P27215,0,0,3,0.8512
P27216,0,0,3,1.064
P27217,0,0,3,2.128
P27219,0,0,3,2.66
P5721,0,0,2,6.25
P5719,0,0,2,6.25
P5718,0,0,3,0.75
P5720,0,0,3,1.875
P5722,0,0,3,3.75
P37314,0,0,2,3.0
P37317,0,0,3,0.1
P37315,0,0,3,0.3
P37316,0,0,3,0.3
P14216,0,0,1,12.0
P36960,0,0,3,0.063
P36983,0,0,3,0.075
P37005,0,0,3,0.075
P37019,0,0,3,0.075
P36978,0,0,3,0.075
P37000,0,0,3,0.075
P37009,0,0,3,0.075
P37001,0,0,3,0.075
P37002,0,0,3,0.075
P37012,0,0,3,0.075
P36947,0,0,3,0.075
P36959,0,0,3,0.075
P36979,0,0,3,0.075
P37004,0,0,3,0.105
P36943,0,0,3,0.12
P36984,0,0,3,0.12
P36964,0,0,3,0.12
P36937,0,0,3,0.12
P36993,0,0,3,0.12
P36954,0,0,3,0.12
P37021,0,0,3,0.12
P36996,0,0,3,0.12
P36999,0,0,3,0.123
P36965,0,0,3,0.1455
P36936,0,0,3,0.15
P36946,0,0,3,0.15
P37020,0,0,3,0.15
P36969,0,0,3,0.15
P36973,0,0,3,0.15
P36962,0,0,3,0.15
P49608,0,0,1,10.0
P17288,0,0,2,1.25
P17287,0,0,2,1.5
P17296,0,0,2,1.875
P17292,0,0,2,2.5
P17293,0,0,2,2.5
P17283,0,0,2,2.5
P17284,0,0,2,3.125
P17290,0,0,2,3.125
P17291,0,0,3,0.125
P17289,0,0,3,0.175
P17294,0,0,3,0.225
P17297,0,0,3,0.225
P17286,0,0,3,0.27
P17285,0,0,3,0.3
P17295,0,0,3,0.375
P37126,0,0,2,2.4
P37125,0,0,3,0.09
P37137,0,0,3,0.09
P37127,0,0,3,0.1152
P37139,0,0,3,0.12
P37129,0,0,3,0.1253
P37128,0,0,3,0.144
P37135,0,0,3,0.15
P37131,0,0,3,0.15
P37130,0,0,3,0.1728
P37133,0,0,3,0.192
P37124,0,0,3,0.192
P37132,0,0,3,0.216
P37138,0,0,3,0.24
P37136,0,0,3,0.288
P37134,0,0,3,0.6
P37140,0,0,3,0.6
P28252,0,0,1,10.0
P28251,0,0,3,0.75
P35571,0,0,2,1.2
P35576,0,0,2,1.5
P35542,0,0,2,2.25
P35512,0,0,2,2.25
P35568,0,0,2,2.25
P35519,0,0,2,2.25
P35517,0,0,2,2.7
P35504,0,0,2,3.0
P35518,0,0,2,4.5
P35543,0,0,3,0.045
P35612,0,0,3,0.048
P35507,0,0,3,0.09
P35591,0,0,3,0.09
P35611,0,0,3,0.09
P35610,0,0,3,0.09
P35567,0,0,3,0.09
P35614,0,0,3,0.0938
P35505,0,0,3,0.1125
P35564,0,0,3,0.1125
P35595,0,0,3,0.1125
P35559,0,0,3,0.1125
P35593,0,0,3,0.12
P35622,0,0,3,0.15
P35520,0,0,3,0.1575
P35583,0,0,3,0.1575
P35588,0,0,3,0.18
P35509,0,0,3,0.18
P35515,0,0,3,0.18
P35554,0,0,3,0.18
P35609,0,0,3,0.18
P16886,0,0,3,0.15
P34528,0,0,2,5.0
P43010,0,0,2,0.5
P13195,0,0,2,0.8
P13221,0,0,2,1.0
P13184,0,0,2,1.5
P13187,0,0,2,1.5
P13185,0,0,2,1.5
P13229,0,0,2,1.5
P13196,0,0,2,1.5
P13198,0,0,2,1.5
P13191,0,0,2,1.5
P13208,0,0,2,1.5
P13217,0,0,2,2.0
P13215,0,0,2,2.5
P13203,0,0,3,0.045
P13201,0,0,3,0.064
P13206,0,0,3,0.075
P13181,0,0,3,0.075
P13213,0,0,3,0.08
P13194,0,0,3,0.12
P13211,0,0,3,0.125
P13227,0,0,3,0.15
P13212,0,0,3,0.15
P13226,0,0,3,0.15
P13182,0,0,3,0.15
P13214,0,0,3,0.18
P13219,0,0,3,0.18
P13193,0,0,3,0.1845
P13222,0,0,3,0.1875
P13188,0,0,3,0.2
P13225,0,0,3,0.225
P13200,0,0,3,0.225
P24289,0,0,1,40.0
P24248,0,0,2,1.6
P24298,0,0,2,2.0
P24279,0,0,2,2.0
P24280,0,0,2,3.0
P24259,0,0,2,3.0
P24297,0,0,2,3.0
P24276,0,0,2,4.0
P24260,0,0,2,4.0
P24243,0,0,2,4.1
P24245,0,0,2,5.0
P24242,0,0,2,5.0
P24267,0,0,2,5.0
P24262,0,0,2,5.0
P24250,0,0,2,5.0
P24287,0,0,2,5.0
P24273,0,0,2,5.0
P24282,0,0,2,5.0
P24258,0,0,2,5.0
P24269,0,0,2,5.0
P24294,0,0,2,5.0
P24265,0,0,2,5.0
P24253,0,0,2,5.0
P24285,0,0,2,5.0
P24266,0,0,3,0.07
P24295,0,0,3,0.08
P24277,0,0,3,0.1
P24271,0,0,3,0.1
P24256,0,0,3,0.1
P24275,0,0,3,0.1
P28104,0,0,1,5.0
P28249,0,0,3,0.32
P28245,0,0,3,0.6
P28246,0,0,3,0.6
P28248,0,0,3,0.75
P28247,0,0,3,0.82
P25462,0,0,1,10.0
P14542,0,0,2,0.1
P14550,0,0,2,0.25
P14545,0,0,3,0.025
P14543,0,0,3,0.025
P14549,0,0,3,0.0625
P14544,0,0,3,0.0713
P14548,0,0,3,0.0875
P14546,0,0,3,0.0938
P14541,0,0,3,0.1
P14547,0,0,3,0.1875
P178,0,0,1,5.0
P170,0,0,2,0.5
P172,0,0,2,0.75
P174,0,0,2,0.75
P188,0,0,2,0.75
P179,0,0,2,1.0
P167,0,0,2,1.0
P184,0,0,2,1.0
P169,0,0,2,2.0
P189,0,0,2,3.0
P180,0,0,2,3.0
P181,0,0,3,0.04
P190,0,0,3,0.1
P185,0,0,3,0.1
P182,0,0,3,0.1
P175,0,0,3,0.1025
P168,0,0,3,0.1025
P176,0,0,3,0.105
P186,0,0,3,0.125
P187,0,0,3,0.125
P191,0,0,3,0.125
P171,0,0,3,0.225
P177,0,0,3,0.25
P173,0,0,3,0.25
P183,0,0,3,0.45
P13165,0,0,2,0.5
P13174,0,0,2,1.0
P13173,0,0,2,1.5
P13170,0,0,3,0.009
P13169,0,0,3,0.015
P13167,0,0,3,0.015
P13172,0,0,3,0.016
P13166,0,0,3,0.025
P13176,0,0,3,0.035
P13171,0,0,3,0.06
P13175,0,0,3,0.09
P13168,0,0,3,0.18
P13164,0,0,3,0.225
P46957,0,0,2,0.64
P46952,0,0,2,0.64
P46961,0,0,2,0.8
P46962,0,0,3,0.0024
P46958,0,0,3,0.012
P46956,0,0,3,0.024
P46959,0,0,3,0.0252
P46963,0,0,3,0.0252
P46955,0,0,3,0.036
P46960,0,0,3,0.036
P46954,0,0,3,0.112
P46953,0,0,3,0.56
P49444,0,0,1,35.0
P17440,0,0,2,3.0
P10641,0,0,1,20.0
P27098,0,0,3,0.72
P42932,0,0,1,15.0
P42933,0,0,2,3.0
P42929,0,0,2,3.75
P42928,0,0,2,4.5
P42925,0,0,3,0.0938
P42947,0,0,3,0.0938
P42937,0,0,3,0.0938
P42938,0,0,3,0.1125
P42944,0,0,3,0.1594
P42926,0,0,3,0.18
P42942,0,0,3,0.18
P42941,0,0,3,0.1875
