Ticker,Company,HS Code,Product Name,Industry,NAICS Code,share_pct
CIEN,Ciena Corporation,851762.0,Telecommunications Equipment,Telecommunications Equipment Manufacturing,334220.0,83.0
CIEN,Ciena Corporation,851770.0,Parts for Telecommunications Equipment,Telecommunications Equipment Manufacturing,334220.0,3.1
CMPR,Cimpress plc,491000.0,Printed Advertising Materials,Printing and Related Support Activities,323113.0,18.0
CMPR,Cimpress plc,491199.0,Other Printed Matter,Printing and Related Support Activities,323119.0,15.0
CMPR,Cimpress plc,490900.0,Printed or Illustrated Postcards,Printing and Related Support Activities,323111.0,4.0
CMPR,Cimpress plc,491110.0,"Printed Books, Brochures, Leaflets",Printing and Related Support Activities,323111.0,10.0
CTAS,Cintas Corporation,401590.0,Articles of apparel and clothing accessories of vulcanised rubber other than hard rubber,Rubber Product Manufacturing,326299.0,3.0
CTAS,Cintas Corporation,630790.0,"Made-up textile articles, nes",Textile Product Mills,314999.0,26.0
CTAS,Cintas Corporation,620343.0,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of synthetic fibres",Apparel Manufacturing,315220.0,55.0
CTAS,Cintas Corporation,392620.0,"Articles of apparel and clothing accessories (including gloves, mittens and mitts)",Plastics Product Manufacturing,326199.0,2.0
CRUS,"Cirrus Logic, Inc.",854231.0,Audio DSPs (Digital Signal Processors),Semiconductor and Related Device Manufacturing,334413.0,44.0
CRUS,"Cirrus Logic, Inc.",854239.0,Analog-to-Digital Converters,Semiconductor and Related Device Manufacturing,334413.0,6.0
CRUS,"Cirrus Logic, Inc.",854231.0,Electronic Integrated Circuits,Semiconductor and Related Device Manufacturing,334413.0,50.0
CSCO,"Cisco Systems, Inc.",851770.0,Network Interface Cards (NICs),Networking Equipment Manufacturing,334210.0,0.5
CSCO,"Cisco Systems, Inc.",851762.0,Wireless Access Points,Networking Equipment Manufacturing,334210.0,7.0
CSCO,"Cisco Systems, Inc.",851762.0,Network Routers,Networking Equipment Manufacturing,334210.0,10.0
CSCO,"Cisco Systems, Inc.",851769.0,Switching Apparatus,Networking Equipment Manufacturing,334210.0,30.0
CIVI,"Civitas Resources, Inc.",270900.0,Crude Oil,Oil and Gas Extraction,211120.0,81.6
CIVI,"Civitas Resources, Inc.",271121.0,Natural Gas,Oil and Gas Extraction,211120.0,7.4
CLH,"Clean Harbors, Inc.",382510.0,Industrial Cleaning Chemicals,Chemical Manufacturing,325612.0,3.0
CCO,"Clear Channel Outdoor Holdings, Inc.",852859.0,Digital Billboards,Electronic Display Manufacturing,334310.0,45.1
CCO,"Clear Channel Outdoor Holdings, Inc.",940560.0,Illuminated Signs and Displays,Sign Manufacturing,339950.0,54.9
CLFD,"Clearfield, Inc.",853690.0,Electrical apparatus for switching or protecting electrical circuits,Electrical Equipment Manufacturing,335999.0,55.0
CLFD,"Clearfield, Inc.",854470.0,Optical fiber cables,Fiber Optic Cable Manufacturing,335929.0,35.0
CLFD,"Clearfield, Inc.",854420.0,Coaxial cables,Communications Equipment Manufacturing,334210.0,1.0
CLW,Clearwater Paper Corporation,480255.0,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, in rolls or sheets, other than paper of heading 4801 or 4803, weighing 40 g/m² or more but not more than 150 g/m²",Paperboard Mills,322130.0,49.9
CLW,Clearwater Paper Corporation,480300.0,"Toilet or facial tissue stock, towel or napkin stock and similar paper of a kind used for household or sanitary purposes","Pulp, Paper, and Paperboard Mills",322121.0,5.0
CLW,Clearwater Paper Corporation,481820.0,"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding or webs of cellulose fibers",Converted Paper Product Manufacturing,322291.0,45.1
CLF,Cleveland-Cliffs Inc.,720711.0,Semi-finished products of iron or non-alloy steel,Iron and Steel Mills and Ferroalloy Manufacturing,331110.0,12.0
CLF,Cleveland-Cliffs Inc.,720851.0,"Flat-rolled products of iron or non-alloy steel, in coils",Iron and Steel Mills and Ferroalloy Manufacturing,331110.0,30.0
CLF,Cleveland-Cliffs Inc.,721090.0,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more",Iron and Steel Mills and Ferroalloy Manufacturing,331110.0,45.0
CLX,Clorox Company (The),340220.0,Cleaning Products,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",325611.0,24.0
CLX,Clorox Company (The),330790.0,Disinfecting Wipes,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",325612.0,14.0
CLX,Clorox Company (The),330749.0,Air Fresheners,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",325612.0,0.8
CLX,Clorox Company (The),380894.0,Insecticides,Pesticide and Other Agricultural Chemical Manufacturing,325320.0,0.7
KO,Coca-Cola Company,220290.0,"Other non-alcoholic beverages, not including fruit or vegetable juices",Soft Drink Manufacturing,312111.0,21.0
KO,Coca-Cola Company,220210.0,"Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavored",Soft Drink Manufacturing,312111.0,69.0
KO,Coca-Cola Company,220110.0,"Mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavored",Soft Drink Manufacturing,312111.0,10.0
COKE,"Coca-Cola Consolidated, Inc.",220299.0,Other non-alcoholic beverages,Soft Drink Manufacturing,312111.0,22.5
COKE,"Coca-Cola Consolidated, Inc.",220210.0,"Beverages, non-alcoholic, sweetened or flavored",Soft Drink Manufacturing,312111.0,68.5
COKE,"Coca-Cola Consolidated, Inc.",220110.0,"Mineral and aerated waters, unsweetened",Bottled Water Manufacturing,312112.0,9.0
CDXS,"Codexis, Inc.",350790.0,Enzymes; prepared enzymes not elsewhere specified or included,Biotechnology,325199.0,70.6
CDE,"Coeur Mining, Inc.",710692.0,"Silver, unwrought",Silver Ore Mining,212222.0,27.1
CDE,"Coeur Mining, Inc.",710812.0,"Gold, unwrought",Gold Ore Mining,212221.0,64.8
CGNX,Cognex Corporation,852580.0,"Television Cameras, Digital Cameras, and Video Camera Recorders",Machine Vision,334310.0,75.0
CGNX,Cognex Corporation,847150.0,Digital Processing Units,Computer Vision Systems,334111.0,10.0
CGNX,Cognex Corporation,903180.0,Optical Instruments and Appliances,Industrial Automation,334513.0,12.0
COHR,Coherent Corp.,850440.0,"Static converters (e.g., rectifiers)",Electronics,335999.0,5.0
COHR,Coherent Corp.,900190.0,"Lenses, prisms, mirrors and other optical elements, unmounted",Optics,333314.0,18.0
COHR,Coherent Corp.,901320.0,"Lasers, other than laser diodes",Optoelectronics,334413.0,34.0
CHRS,"Coherus BioSciences, Inc.",300210.0,Antisera and other blood fractions and modified immunological products,Pharmaceutical Preparation Manufacturing,325412.0,100.0
COHU,"Cohu, Inc.",903089.0,Other instruments and apparatus for measuring or checking electrical quantities,Electronic Test and Measurement Equipment Manufacturing,334515.0,3.0
COHU,"Cohu, Inc.",903180.0,"Other measuring or checking instruments, appliances, and machines",Precision Instrument Manufacturing,334519.0,33.6
COHU,"Cohu, Inc.",903082.0,Automatic semiconductor testing equipment,Semiconductor Equipment Manufacturing,333242.0,32.6
CL,Colgate-Palmolive Company,340220.0,Washing and Cleaning Preparations,Soap and Cleaning Compound Manufacturing,325611.0,15.0
CL,Colgate-Palmolive Company,340111.0,Soap and Organic Surface-Active Products for Toilet Use,Soap and Cleaning Compound Manufacturing,325611.0,6.0
CL,Colgate-Palmolive Company,330590.0,Personal Deodorants and Antiperspirants,Toilet Preparation Manufacturing,325620.0,3.0
CL,Colgate-Palmolive Company,330610.0,Toothpaste,Oral Care Products Manufacturing,325611.0,33.0
CL,Colgate-Palmolive Company,330499.0,Beauty or Makeup Preparations,Cosmetic Manufacturing,325620.0,4.0
COLL,"Collegium Pharmaceutical, Inc.",300490.0,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale",Pharmaceutical Preparation Manufacturing,325412.0,100.0
COLM,Columbia Sportswear Company,6110.3,"Sweaters, pullovers, sweatshirts, and similar articles, of man-made fibers",Apparel Knitting Mills,315110.0,24.0
COLM,Columbia Sportswear Company,6201.93,"Men's or boys' anoraks, wind-cheaters, etc. of man-made fibers",Apparel Manufacturing,315220.0,18.0
COLM,Columbia Sportswear Company,6402.19,Sports footwear with outer soles and uppers of rubber or plastics,Footwear Manufacturing,316210.0,15.0
COLM,Columbia Sportswear Company,6202.93,"Women's or girls' anoraks, wind-cheaters, etc. of man-made fibers",Apparel Manufacturing,315240.0,16.0
CMCO,Columbus McKinnon Corporation,842890.0,"Lifting, handling, loading or unloading machinery, not elsewhere specified",Material Handling Equipment Manufacturing,333923.0,23.7
CMCO,Columbus McKinnon Corporation,842519.0,Pulley tackle and hoists other than skip hoists or hoists of a kind used for raising vehicles,Material Handling Equipment Manufacturing,333923.0,12.9
CMCO,Columbus McKinnon Corporation,842511.0,Electric hoists,Material Handling Equipment Manufacturing,333923.0,25.9
FIX,"Comfort Systems USA, Inc.",841510.0,"Air conditioning machines, of a kind designed to be fixed to a window, wall, ceiling or floor, self-contained or split-system","Heating, Ventilation, and Air Conditioning (HVAC)",238220.0,9.0
FIX,"Comfort Systems USA, Inc.",840310.0,Boilers,Heating Equipment Manufacturing,238220.0,12.0
FIX,"Comfort Systems USA, Inc.",841582.0,"Air conditioning machines, incorporating a refrigerating unit and a valve for reversal of the cooling/heat cycle (reversible heat pumps)","Heating, Ventilation, and Air Conditioning (HVAC)",238220.0,14.0
COMM,"CommScope Holding Company, Inc.",854470.0,Optical Fiber Cables,Fiber Optics,335921.0,20.0
COMM,"CommScope Holding Company, Inc.",851762.0,Network Equipment,Networking Equipment,334210.0,19.4
COMM,"CommScope Holding Company, Inc.",850440.0,Power Supplies for Network Equipment,Power Equipment,335999.0,2.0
COMM,"CommScope Holding Company, Inc.",854420.0,Coaxial Cable,Telecommunications Equipment,334210.0,15.0
CMC,Commercial Metals Company,721420.0,"Iron or non-alloy steel bars and rods, hot-rolled",Steel Manufacturing,331110.0,65.0
CVGI,"Commercial Vehicle Group, Inc.",870821.0,Safety seat belts for motor vehicles,Automotive Parts and Accessories,336399.0,1.0
CVGI,"Commercial Vehicle Group, Inc.",940120.0,Seats of a kind used for motor vehicles,Automotive Seating,336360.0,55.0
CVGI,"Commercial Vehicle Group, Inc.",870829.0,Parts and accessories for motor vehicles,Automotive Parts Manufacturing,336390.0,44.0
CODI,Compass Diversified Holdings,950691.0,Exercise Equipment,Sporting and Athletic Goods Manufacturing,339920.0,9.3
CODI,Compass Diversified Holdings,420292.0,"Travel, Sports and Similar Bags",All Other Leather Good and Allied Product Manufacturing,316998.0,20.1
CMP,Compass Minerals Intl Inc,310420.0,Potassium Chloride (fertilizer),Fertilizer Manufacturing,325311.0,11.1
CMP,Compass Minerals Intl Inc,283321.0,Magnesium Sulfate,Chemical Manufacturing,325998.0,1.0
CMP,Compass Minerals Intl Inc,250100.0,Salt (including table salt and denatured salt),Salt Mining,212393.0,88.9
CRK,"Comstock Resources, Inc.",270900.0,Crude Oil,Oil and Gas Extraction,211120.0,3.3
CRK,"Comstock Resources, Inc.",271121.0,Natural Gas,Oil and Gas Extraction,211120.0,96.7
CAG,"ConAgra Brands, Inc.",190230.0,"Pasta, Prepared or Preserved",Food Manufacturing,311823.0,5.0
CAG,"ConAgra Brands, Inc.",210390.0,Sauces and Preparations,Food Manufacturing,311941.0,8.0
CAG,"ConAgra Brands, Inc.",160250.0,Prepared or Preserved Meat,Food Manufacturing,311612.0,12.0
CAG,"ConAgra Brands, Inc.",190590.0,Bakery Products,Food Manufacturing,311812.0,3.0
COP,ConocoPhillips,271111.0,"Natural gas, liquified",Natural Gas Liquid Extraction,211130.0,8.0
COP,ConocoPhillips,270900.0,"Petroleum oils and oils obtained from bituminous minerals, crude",Crude Petroleum Extraction,211120.0,65.0
STZ,"Constellation Brands, Inc.",220300.0,Beer made from malt,Breweries,312120.0,79.7
STZ,"Constellation Brands, Inc.",220421.0,"Wine of fresh grapes, in containers not exceeding 2 liters",Wineries,312130.0,16.0
STZ,"Constellation Brands, Inc.",220830.0,Whiskies,Distilleries,312140.0,1.0
CSTM,Constellium SE,760429.0,"Aluminum bars, rods, and profiles",Aluminum Extruded Product Manufacturing,331318.0,12.0
CSTM,Constellium SE,760612.0,"Aluminum plates, sheets and strip, of a thickness exceeding 0.2mm","Aluminum Sheet, Plate, and Foil Manufacturing",331315.0,78.0
CSTM,Constellium SE,760820.0,Aluminum tubes and pipes,Aluminum Extruded Product Manufacturing,331318.0,5.0
ROAD,"Construction Partners, Inc.",251710.0,Crushed Stone of a Kind Used for Concrete Aggregates,Construction Materials,212319.0,3.0
ROAD,"Construction Partners, Inc.",271500.0,Asphalt Mixtures and Blocks,Asphalt Manufacturing,324121.0,75.0
ROAD,"Construction Partners, Inc.",252329.0,"Portland Cement, Other than White Cement",Cement Manufacturing,327310.0,5.0
CPS,Cooper-Standard Holdings Inc.,400932.0,"Tubes, pipes and hoses, of vulcanized rubber except hard rubber, reinforced or otherwise combined only with metal, without fittings",Rubber Product Manufacturing,326220.0,25.6
CPS,Cooper-Standard Holdings Inc.,400931.0,"Tubes, pipes and hoses, of vulcanized rubber except hard rubber, not reinforced or otherwise combined with other materials, without fittings",Rubber Product Manufacturing,326220.0,17.1
CPS,Cooper-Standard Holdings Inc.,870829.0,Parts and accessories of bodies (including cabs) for motor vehicles,Automotive Parts Manufacturing,336390.0,53.6
CATL,Contemporary Amperex Technology Co Ltd,8507.6,Lithium-ion Batteries,Battery Manufacturing,335911.0,86.1
CATL,Contemporary Amperex Technology Co Ltd,2825.9,"Other inorganic bases; other metal oxides, hydroxides and peroxides",Other Basic Inorganic Chemical Manufacturing,325180.0,8.4
CRMD,CorMedix Inc.,300490.0,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale",Pharmaceutical Preparation Manufacturing,325412.0,100.0
CORT,Corcept Therapeutics Incorporated,300490.0,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses",Pharmaceutical and Medicine Manufacturing,325412.0,100.0
CNM,"Core & Main, Inc.",848180.0,"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like",Valve Manufacturing,332911.0,14.0
CNM,"Core & Main, Inc.",730721.0,"Flanges, of stainless steel",Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,331210.0,1.0
CNM,"Core & Main, Inc.",730630.0,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel",Steel Product Manufacturing,331210.0,5.0
CLB,Core Laboratories Inc.,902780.0,Instruments and apparatus for physical or chemical analysis,Analytical Laboratory Instrument Manufacturing,334516.0,6.0
CLB,Core Laboratories Inc.,847990.0,Parts of machines and mechanical appliances,Oil and Gas Field Machinery and Equipment Manufacturing,333132.0,12.0
CLB,Core Laboratories Inc.,903180.0,"Measuring or checking instruments, appliances and machines",Precision Instrument Manufacturing,334519.0,5.0
CMT,Core Molding Technologies Inc,392310.0,"Boxes, cases, crates and similar articles of plastics",Plastics Product Manufacturing,326199.0,2.0
CMT,Core Molding Technologies Inc,870829.0,Parts and accessories of the motor vehicles of headings 8701 to 8705,Motor Vehicle Parts Manufacturing,336390.0,68.0
CMT,Core Molding Technologies Inc,392690.0,"Articles of plastics, not elsewhere specified or included",Plastics Product Manufacturing,326199.0,30.0
CORZ,"Core Scientific, Inc.",854370.0,"Electrical Machines and Apparatus, Having Individual Functions, Not Specified or Included Elsewhere",Electronic Computer Manufacturing,334111.0,1.8
GLW,Corning Incorporated,701790.0,Laboratory glassware,Life Sciences,339112.0,7.8
GLW,Corning Incorporated,900190.0,Optical fibers and cables,Telecommunications,335921.0,29.3
GLW,Corning Incorporated,700529.0,Glass for liquid crystal displays,Display Technology,327215.0,22.1
GLW,Corning Incorporated,702000.0,Glass ceramics,Specialty Materials,327212.0,1.0
CRSR,"Corsair Gaming, Inc.",847150.0,"Processing units other than those of subheading 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units",Computer Hardware Manufacturing,334111.0,18.0
CRSR,"Corsair Gaming, Inc.",847330.0,Parts and accessories of the machines of heading 8471,Computer Peripherals Manufacturing,334118.0,82.0
CTVA,"Corteva, Inc.",120991.0,Seed corn,Agricultural Seed Production,111150.0,39.4
CTVA,"Corteva, Inc.",120929.0,"Seed, other than corn",Agricultural Seed Production,111150.0,18.4
CTVA,"Corteva, Inc.",380893.0,"Herbicides, anti-sprouting products and plant-growth regulators",Pesticide and Other Agricultural Chemical Manufacturing,325320.0,23.3
CMRE,Costamare Inc.,890110.0,"Cruise Ships, Excursion Boats, Ferry-Boats, Cargo Ships, Barges",Shipbuilding and Repairing,336611.0,100.0
CTRA,Coterra Energy Inc.,271121.0,"Natural Gas, Liquefied",Natural Gas Extraction,211130.0,50.0
CTRA,Coterra Energy Inc.,270900.0,Crude Oil,Oil and Gas Extraction,211120.0,40.2
COTY,Coty Inc.,330410.0,Lip Make-Up Preparations,Cosmetics Manufacturing,325620.0,9.0
COTY,Coty Inc.,330420.0,Eye Make-Up Preparations,Cosmetics Manufacturing,325620.0,11.0
COTY,Coty Inc.,330510.0,Hair Shampoos,Hair Care Manufacturing,325620.0,1.0
COTY,Coty Inc.,330300.0,Perfumes and Toilet Waters,Fragrance Manufacturing,325620.0,56.0
CR,Crane Company,841370.0,Centrifugal Pumps,Pumps and Pumping Equipment Manufacturing,333911.0,12.0
CR,Crane Company,848180.0,Industrial Valves,Valve and Fittings Manufacturing,332911.0,23.0
CR,Crane Company,850440.0,Static Converters,Electrical Equipment Manufacturing,335999.0,15.0
CXT,"Crane NXT, Co.",853710.0,"Boards, panels, consoles, desks, cabinets and other bases for electric control or the distribution of electricity",Electrical Equipment Manufacturing,335313.0,3.0
CXT,"Crane NXT, Co.",847290.0,Automatic data processing machines and units thereof,Computer and Peripheral Equipment Manufacturing,334111.0,61.0
CRDO,Credo Technology Group Holding Ltd,854231.0,Electronic Integrated Circuits,Semiconductor and Related Device Manufacturing,334413.0,38.0
CRDO,Credo Technology Group Holding Ltd,854239.0,Monolithic Integrated Circuits,Semiconductor and Related Device Manufacturing,334413.0,56.0
CRGY,Crescent Energy Company,270900.0,Crude Oil,Oil and Gas Extraction,211120.0,67.8
CRCT,"Cricut, Inc.",851762.0,Electronic Machines with Connectivity,Computer Peripheral Equipment Manufacturing,334118.0,43.8
CRCT,"Cricut, Inc.",844339.0,Cutting Machines for Paper and Other Materials,Manufacturing of Office Machinery and Equipment,333244.0,30.0
CROX,"Crocs, Inc.",640110.0,Waterproof footwear with outer soles and uppers of rubber or plastics,Footwear Manufacturing,316210.0,2.0
CROX,"Crocs, Inc.",640299.0,Footwear with outer soles and uppers of rubber or plastics,Footwear Manufacturing,316210.0,65.0
CCK,"Crown Holdings, Inc.",761290.0,Aluminum containers for compressed or liquefied gas,Aluminum Product Manufacturing,332999.0,2.0
CCK,"Crown Holdings, Inc.",731021.0,"Cans, iron or steel, for food and drink",Metal Can Manufacturing,332431.0,1.5
CCK,"Crown Holdings, Inc.",830990.0,"Caps and closures for bottles, jars, etc., of base metal","Metal Crown, Closure, and Other Metal Stamping",332115.0,1.2
CYRX,"CryoPort, Inc.",841810.0,"Refrigerators, freezers and other refrigerating or freezing equipment",Medical Equipment and Supplies Manufacturing,339113.0,65.0
CMI,Cummins Inc.,870840.0,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles",Automotive Transmission Manufacturing,336350.0,10.0
CMI,Cummins Inc.,850300.0,Parts suitable for use solely or principally with the machines of headings 8501 or 8502,Electrical Equipment Manufacturing,335312.0,17.0
CMI,Cummins Inc.,840820.0,Compression-ignition internal combustion piston engines (diesel or semi-diesel engines),Engine Manufacturing,333618.0,33.0
CMI,Cummins Inc.,840999.0,Parts suitable for use solely or principally with the engines of heading 8407 or 8408,Engine Parts Manufacturing,336310.0,35.0
CW,Curtiss-Wright Corporation,903289.0,Automatic regulating or controlling instruments and apparatus,Control Systems,334513.0,40.0
CW,Curtiss-Wright Corporation,841290.0,"Parts of engines and motors, n.e.s.",Aerospace and Defense,336412.0,18.0
CW,Curtiss-Wright Corporation,848180.0,"Other appliances for pipes, boiler shells, tanks, vats or the like",Industrial Equipment,332911.0,17.0
CTKB,"Cytek Biosciences, Inc.",902750.0,"Instruments and apparatus for physical or chemical analysis, other than optical",Analytical Laboratory Instrument Manufacturing,334516.0,64.4
CTKB,"Cytek Biosciences, Inc.",382200.0,Diagnostic or laboratory reagents and prepared diagnostic or laboratory reagents on a backing,Biological Product (except Diagnostic) Manufacturing,325414.0,18.9
XRAY,DENTSPLY SIRONA Inc.,902121.0,Dental Fittings (including Dentures),Dental Laboratories,339116.0,15.0
XRAY,DENTSPLY SIRONA Inc.,901849.0,Dental Instruments and Appliances,Dental Equipment and Supplies Manufacturing,339114.0,22.0
XRAY,DENTSPLY SIRONA Inc.,901890.0,Other Medical Instruments and Appliances,Medical Equipment and Supplies Manufacturing,339112.0,2.0
XRAY,DENTSPLY SIRONA Inc.,902110.0,Orthodontic Appliances and Fittings,Dental Equipment and Supplies Manufacturing,339114.0,10.0
DHT,"DHT Holdings, Inc.",890120.0,Oil Tankers,Shipbuilding and Maritime Transport,336611.0,100.0
BOOM,DMC Global Inc.,760612.0,"Aluminum Plates, Sheets and Strip",Aluminum Manufacturing,331318.0,53.5
BOOM,DMC Global Inc.,820750.0,"Tools for Drilling, Interchangeable",Oil and Gas Field Machinery and Equipment,333132.0,41.1
DAKT,"Daktronics, Inc.",940560.0,"Illuminated signs, illuminated name-plates and the like",Sign Manufacturing,339950.0,2.0
DAKT,"Daktronics, Inc.",853120.0,Electronic indicator panels,Electronic Display Manufacturing,334310.0,85.0
DAKT,"Daktronics, Inc.",852872.0,"Monitors and projectors, principally used in an automatic data processing system",Electronic Display Manufacturing,334310.0,1.0
DAN,Dana Incorporated,848310.0,Transmission Shafts and Cranks,Mechanical Power Transmission Equipment Manufacturing,333611.0,26.0
DAN,Dana Incorporated,870850.0,Drive Axles with Differential,Automotive Parts Manufacturing,336350.0,49.0
DAN,Dana Incorporated,840999.0,Parts Suitable for Use with Engines of Heading 8407 or 8408,Engine and Powertrain Components Manufacturing,336310.0,8.5
DAN,Dana Incorporated,870840.0,Gear Boxes and Parts Thereof,Automotive Parts Manufacturing,336350.0,9.0
DHR,Danaher Corporation,902780.0,"Instruments and apparatus for measuring flow, level, pressure",Industrial Technologies,334513.0,1.0
DHR,Danaher Corporation,902730.0,"Spectrometers, spectrophotometers and spectrographs using optical radiations",Analytical Instruments,334516.0,12.0
DHR,Danaher Corporation,382200.0,Diagnostic or laboratory reagents on a backing,Life Sciences,325413.0,35.0
DHR,Danaher Corporation,902780.0,Instruments and apparatus for physical or chemical analysis,Analytical Instruments,334516.0,14.0
DAR,Darling Ingredients Inc.,350400.0,Peptones and their derivatives; other protein substances and their derivatives,Protein Manufacturing,325413.0,22.0
DAR,Darling Ingredients Inc.,230110.0,"Flours, meals, and pellets of meat or meat offal",Rendering and Meat Byproduct Processing,311613.0,25.0
DAR,Darling Ingredients Inc.,150200.0,"Fats and oils, animal or vegetable, and their fractions",Animal Fats and Oils Manufacturing,311225.0,53.0
DAWN,"Day One Biopharmaceuticals, Inc.",300490.0,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale",Pharmaceutical Manufacturing,325412.0,100.0
DECK,Deckers Outdoor Corporation,640291.0,"Footwear with outer soles and uppers of rubber or plastics, covering the ankle",Footwear Manufacturing,316210.0,1.6
DECK,Deckers Outdoor Corporation,640399.0,"Footwear with outer soles of rubber, plastics or composition leather",Footwear Manufacturing,316210.0,52.1
DECK,Deckers Outdoor Corporation,640419.0,Footwear with outer soles of rubber or plastics and uppers of textile materials,Footwear Manufacturing,316210.0,46.3
DE,Deere & Company,870190.0,Tractors (other than tractors of heading 8709),Agricultural Machinery Manufacturing,333111.0,38.5
DE,Deere & Company,843351.0,Combine harvesters,Agricultural Machinery Manufacturing,333111.0,8.4
DE,Deere & Company,843230.0,"Seeders, planters, and transplanters",Agricultural Machinery Manufacturing,333111.0,4.6
DE,Deere & Company,842951.0,Front-end shovel loaders,Construction Machinery Manufacturing,333120.0,7.1
DK,"Delek US Holdings, Inc.",271019.0,Petroleum oils and oils obtained from bituminous minerals (other than crude),Petroleum Refining,324110.0,45.0
DK,"Delek US Holdings, Inc.",271012.0,Light oils and preparations,Petroleum Refining,324110.0,48.0
DK,"Delek US Holdings, Inc.",271113.0,"Butanes, liquefied",Petroleum Refining,324110.0,2.0
DELL,Dell Technologies Inc.,847160.0,"Input or output units, whether or not containing storage units in the same housing",Computer and Peripheral Equipment Manufacturing,334118.0,5.0
DELL,Dell Technologies Inc.,847130.0,Portable automatic data processing machines,Computer and Peripheral Equipment Manufacturing,334111.0,37.0
DELL,Dell Technologies Inc.,851762.0,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",Communications Equipment Manufacturing,334210.0,3.0
DELL,Dell Technologies Inc.,847150.0,"Processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units",Computer and Peripheral Equipment Manufacturing,334111.0,33.0
DLX,Deluxe Corporation,482110.0,Printed Business Forms,Printing and Related Support Activities,323111.0,7.0
DLX,Deluxe Corporation,490199.0,"Printed Books, Brochures, and Similar Printed Matter",Printing and Related Support Activities,323111.0,1.0
DLX,Deluxe Corporation,490290.0,Other Printed Matter,Printing and Related Support Activities,323111.0,3.0
DBI,Designer Brands Inc.,640411.0,"Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes and the like",Footwear Manufacturing,316210.0,28.0
DBI,Designer Brands Inc.,640299.0,Footwear with outer soles and uppers of rubber or plastics,Footwear Manufacturing,316210.0,12.0
DBI,Designer Brands Inc.,640399.0,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather",Footwear Manufacturing,316210.0,35.0
DXLG,"Destination XL Group, Inc.",620113.0,"Men's Overcoats, Carcoats, Capes, Cloaks and Similar Articles",Apparel Manufacturing,315220.0,4.0
DXLG,"Destination XL Group, Inc.",610910.0,"Men's T-shirts, Singlets and Other Vests, Knitted or Crocheted",Apparel Manufacturing,315220.0,22.0
DXLG,"Destination XL Group, Inc.",620343.0,"Men's Trousers, Bib and Brace Overalls, Breeches and Shorts",Apparel Manufacturing,315220.0,24.0
DVN,Devon Energy Corporation,270900.0,Crude Oil,Oil and Gas Extraction,211120.0,67.0
DVN,Devon Energy Corporation,271121.0,Natural Gas,Oil and Gas Extraction,211130.0,18.5
DXCM,"DexCom, Inc.",8543.7,Sensors for Continuous Glucose Monitoring,Semiconductor and Other Electronic Component Manufacturing,334512.0,87.3
DXCM,"DexCom, Inc.",9027.8,Glucose Monitoring Systems,Medical Device Manufacturing,339112.0,10.0
DO,"Diamond Offshore Drilling, Inc.",890520.0,Floating or submersible drilling or production platforms,Oil and Gas Drilling,213111.0,100.0
DBD,Diebold Nixdorf Incorporated,847160.0,"Input or output units, whether or not containing storage units in the same housing",Computer and Peripheral Equipment Manufacturing,334118.0,7.0
DBD,Diebold Nixdorf Incorporated,847130.0,"Point-of-sale terminals, ATMs and similar machines",Computer and Peripheral Equipment Manufacturing,334118.0,35.0
DBD,Diebold Nixdorf Incorporated,847290.0,"Office machines, n.e.s.",Office Machinery and Equipment Manufacturing,333318.0,3.0
DMRC,Digimarc Corporation,852352.0,Smart Label Technology,Printing and Publishing,323111.0,83.0
DDS,"Dillard's, Inc.",610910.0,"T-shirts, singlets and other vests, of cotton, knitted or crocheted",Apparel Manufacturing,315110.0,5.5
DDS,"Dillard's, Inc.",620462.0,"Women's or girls' trousers, bib and brace overalls, breeches and shorts, of cotton",Apparel Manufacturing,315240.0,4.0
