Company Name,Product Name,Location,Latitude,Longitude
"Delek US Holdings, Inc.",Petroleum oils and oils obtained from bituminous minerals (other than crude),"El Dorado, Arkansas, USA",33.2076,-92.6663
"Delek US Holdings, Inc.",Petroleum oils and oils obtained from bituminous minerals (other than crude),"Krotz Springs, Louisiana, USA",30.5335,-91.7546
"Delek US Holdings, Inc.",Petroleum oils and oils obtained from bituminous minerals (other than crude),"Big Spring, Texas, USA",32.2504,-101.4787
"Delek US Holdings, Inc.",Light oils and preparations,"Tyler, Texas, USA",32.3408,-95.3097
"Delek US Holdings, Inc.",Light oils and preparations,"El Dorado, Arkansas, USA",33.2076,-92.6663
"Delek US Holdings, Inc.",Light oils and preparations,"Big Spring, Texas, USA",32.2504,-101.4787
"Delek US Holdings, Inc.",Light oils and preparations,"Krotz Springs, Louisiana, USA",30.5324,-91.7543
"Delek US Holdings, Inc.","Butanes, liquefied","Tyler, Texas, USA",32.3513,-95.3011
"Delek US Holdings, Inc.","Butanes, liquefied","El Dorado, Arkansas, USA",33.2076,-92.6663
"Delek US Holdings, Inc.","Butanes, liquefied","Big Spring, Texas, USA",32.2504,-101.4787
"Delek US Holdings, Inc.","Butanes, liquefied","Krotz Springs, Louisiana, USA",30.5332,-91.7515
Global Industrial Company,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity","Buford, Georgia, USA",34.1207,-84.0053
Global Industrial Company,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity","Pleasant Prairie, Wisconsin, USA",42.5531,-87.8959
Global Industrial Company,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity","Sparks, Nevada, USA",39.5349,-119.7527
"AtriCure, Inc.",Surgical Instruments and Apparatus,"Mason, Ohio, USA",39.3601,-84.3099
"AtriCure, Inc.",Cryoablation Devices,"Mason, Ohio, USA",39.3601,-84.3099
"AtriCure, Inc.",Ablation Systems,"Mason, Ohio, USA",39.3601,-84.3099
"MaxLinear, Inc","Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","Carlsbad, California, USA",33.1239,-117.2829
"MaxLinear, Inc","Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","Irvine, California, USA",33.6846,-117.8265
"MaxLinear, Inc","Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","San Jose, California, USA",37.3382,-121.8863
"MaxLinear, Inc",Memories,"Carlsbad, California, USA",33.1239,-117.2832
"MaxLinear, Inc",Memories,"Chandler, Arizona, USA",33.3062,-111.8413
"MaxLinear, Inc",Memories,"Irvine, California, USA",33.6846,-117.8265
"Arcutis Biotherapeutics, Inc.","Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale","Westlake Village, California",34.1456,-118.8056
"Tango Therapeutics, Inc.",Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,"40 Erie Street, Cambridge, MA, USA",42.3673,-71.0853
"Par Pacific Holdings, Inc.","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations","Kapolei Refinery, Hawaii",21.3341,-158.0858
"Par Pacific Holdings, Inc.","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations","Tacoma, Washington",47.2529,-122.4443
"Par Pacific Holdings, Inc.","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations","Billings, Montana",45.7833,-108.5007
"Par Pacific Holdings, Inc.",Light oils and preparations,"Kapolei, Hawaii, USA",21.3278,-158.0819
"Par Pacific Holdings, Inc.",Light oils and preparations,"Tacoma, Washington, USA",47.2529,-122.4443
"Par Pacific Holdings, Inc.",Petroleum gases and other gaseous hydrocarbons,"Kapolei, Hawaii",21.3344,-158.0813
"Par Pacific Holdings, Inc.",Petroleum gases and other gaseous hydrocarbons,"Tacoma, Washington",47.2671,-122.4194
"Cohu, Inc.",Automatic semiconductor testing equipment,"Poway, California, USA",32.9628,-117.0359
"Cohu, Inc.",Automatic semiconductor testing equipment,"Osaka, Japan",34.6937,135.5023
"Cohu, Inc.",Automatic semiconductor testing equipment,"Malacca, Malaysia",2.1896,102.2501
"Cohu, Inc.",Other instruments and apparatus for measuring or checking electrical quantities,"Poway, California, USA",32.9628,-117.0359
"Cohu, Inc.",Other instruments and apparatus for measuring or checking electrical quantities,"Kolbermoor, Germany",47.8493,12.0647
"Cohu, Inc.",Other instruments and apparatus for measuring or checking electrical quantities,"Malacca, Malaysia",2.1896,102.2501
Tutor Perini Corporation,"Structures and parts of structures, of iron or steel, n.e.s.","Sylmar, California",34.3094,-118.4484
Tutor Perini Corporation,"Structures and parts of structures, of iron or steel, n.e.s.","Phoenix, Arizona",33.4484,-112.0740
H. B. Fuller Company,"Glaziers putty, grafting putty, resin cements and other mastics","Vadnais Heights, Minnesota, USA",45.0574,-93.0733
H. B. Fuller Company,"Glaziers putty, grafting putty, resin cements and other mastics","Mindelo, Portugal",41.3365,-8.7317
H. B. Fuller Company,"Glaziers putty, grafting putty, resin cements and other mastics","Nanjing, China",32.0603,118.7969
Products,Dredgers,"Rotterdam, Netherlands",51.9244,4.4777
Products,Dredgers,Singapore,1.3521,103.8198
Products,Dredgers,"Shanghai, China",31.2304,121.4737
Products,"Other Vessels, Including Light-Vessels, Fire-Floats, Floating Cranes, Etc.",Example Location 1,12.3456,78.9012
Products,"Other Vessels, Including Light-Vessels, Fire-Floats, Floating Cranes, Etc.",Example Location 2,34.5678,90.1234
"Dyne Therapeutics, Inc.",Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,"Waltham, Massachusetts, USA",42.3765,-71.2356
"Itron, Inc.",Gas meters,"Owenton, Kentucky, USA",38.5362,-84.8391
"Itron, Inc.",Gas meters,"Muncie, Indiana, USA",40.1934,-85.3864
"Itron, Inc.",Gas meters,"Reims, France",49.2583,4.0317
"Cricut, Inc.",Cutting Machines for Paper and Other Materials,"South Jordan, Utah, USA",40.5622,-111.9297
"Cricut, Inc.",Cutting Machines for Paper and Other Materials,"Hsinchu, Taiwan",24.8138,120.9675
"Cricut, Inc.",Electronic Machines with Connectivity,"South Jordan, Utah, USA",40.5622,-111.9297
"Collegium Pharmaceutical, Inc.","Medicaments containing other antibiotics, for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale","Stoughton, Massachusetts, USA",42.1251,-71.1023
"Wolfspeed, Inc.",Light-emitting diodes (LEDs),"Durham, North Carolina, USA",35.9931,-78.8986
"Wolfspeed, Inc.","Transistors, other than photosensitive transistors","Durham, North Carolina, USA",35.9940,-78.8986
"Wolfspeed, Inc.","Transistors, other than photosensitive transistors","Fayetteville, Arkansas, USA",36.0822,-94.1719
"Wolfspeed, Inc.","Transistors, other than photosensitive transistors","Marcy, New York, USA",43.1734,-75.2913
"Wolfspeed, Inc.","Thyristors, diacs and triacs, other than photosensitive devices","Research Triangle Park, North Carolina, USA",35.9051,-78.8704
"Wolfspeed, Inc.","Thyristors, diacs and triacs, other than photosensitive devices","Freiberg, Saxony, Germany",50.9142,13.3437
"ScanSource, Inc.",Telecommunication Equipment,"Greenville, South Carolina, USA",34.8526,-82.3940
"ScanSource, Inc.",Telecommunication Equipment,"Harrisburg, Pennsylvania, USA",40.2737,-76.8844
Helen of Troy Limited,Beauty or make-up preparations and preparations for the care of the skin,"El Paso, Texas, USA",31.7619,-106.4850
Helen of Troy Limited,Beauty or make-up preparations and preparations for the care of the skin,"Tijuana, Baja California, Mexico",32.5149,-117.0382
Helen of Troy Limited,"Household articles and hygienic or toilet articles, of plastics","El Paso, Texas, USA",31.7619,-106.4850
Helen of Troy Limited,"Household articles and hygienic or toilet articles, of plastics","Shelby, Mississippi, USA",33.9507,-90.7673
Helen of Troy Limited,"Household articles and hygienic or toilet articles, of plastics","Olive Branch, Mississippi, USA",34.9618,-89.8295
"Day One Biopharmaceuticals, Inc.","Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale","San Francisco, CA, USA",37.7749,-122.4194
Alpha and Omega Semiconductor Limited,"Transistors, Other than Photosensitive Transistors","Chongqing, China",29.56301,106.55156
Alpha and Omega Semiconductor Limited,"Transistors, Other than Photosensitive Transistors","Shanghai, China",31.23039,121.4737
Archer Aviation Inc.,"Helicopters of an unladen weight exceeding 2,000 kg","Covington, Georgia, USA",33.5968,-83.8602
Archer Aviation Inc.,"Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","Palo Alto, California, USA",37.4419,-122.1430
Archer Aviation Inc.,"Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","Covington, Georgia, USA",33.5968,-83.8602
"JELD-WEN Holding, Inc.",Wooden Doors and Frames,"Charlotte, North Carolina, USA",35.2271,-80.8431
"JELD-WEN Holding, Inc.",Wooden Doors and Frames,"Chiloquin, Oregon, USA",42.5762,-121.8650
"JELD-WEN Holding, Inc.",Wooden Doors and Frames,"Greenville, Texas, USA",33.1384,-96.1108
"JELD-WEN Holding, Inc.",Wooden Doors and Frames,"Hawkes Bay, New Zealand",-39.4333,176.8667
"JELD-WEN Holding, Inc.",Wooden Doors and Frames,"Melton, Victoria, Australia",-37.6833,144.5833
"JELD-WEN Holding, Inc.","Windows, French-Windows and Their Frames, Wooden","Chiloquin, Oregon, USA",42.5779,-121.8606
"JELD-WEN Holding, Inc.","Windows, French-Windows and Their Frames, Wooden","Grinnell, Iowa, USA",41.7434,-92.7226
"JELD-WEN Holding, Inc.","Windows, French-Windows and Their Frames, Wooden","Ringtown, Pennsylvania, USA",40.8668,-76.2336
"JELD-WEN Holding, Inc.",Steel Doors and Their Frames,"Chiloquin, Oregon, USA",42.5760,-121.8600
"JELD-WEN Holding, Inc.",Steel Doors and Their Frames,"Monroe, North Carolina, USA",35.0074,-80.5506
Kaiser Aluminum Corporation,"Aluminum Plates, Sheets, and Strip, of a Thickness Exceeding 0.2mm","Trentwood, Washington, USA",47.6999,-117.1949
Kaiser Aluminum Corporation,"Aluminum Plates, Sheets, and Strip, of a Thickness Exceeding 0.2mm","Newark, Ohio, USA",40.0581,-82.4013
Kaiser Aluminum Corporation,"Aluminum Plates, Sheets, and Strip, of a Thickness Exceeding 0.2mm","Warrick County, Indiana, USA",37.9585,-87.2733
Kaiser Aluminum Corporation,Aluminum Tubes and Pipes,"Kaiser Aluminum Tubes and Pipe, Richmond, Virginia, USA",37.5509,-77.4491
Kaiser Aluminum Corporation,Aluminum Tubes and Pipes,"Kaiser Aluminum Tubes and Pipe, Jackson, Tennessee, USA",35.6145,-88.8139
Prothena Corporation plc,Immunological Products,"Dublin, Ireland",53.349805,-6.26031
Prothena Corporation plc,Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,"Dublin, Ireland",53.349805,-6.26031
"XPEL, Inc.",Parts and accessories of motor vehicles,"San Antonio, Texas, USA",29.4241,-98.4936
"XPEL, Inc.","Boards, panels, consoles, desks, cabinets and other bases for electric control or the distribution of electricity","San Antonio, Texas, USA",29.4241,-98.4936
"BioLife Solutions, Inc.",Cryopreservation Media,"Bothell, Washington, USA",47.7601,-122.2054
"BioLife Solutions, Inc.",Cell Processing and Storage Solutions,"Bothell, Washington, USA",47.7610,-122.2051
"BioLife Solutions, Inc.",Cell Processing and Storage Solutions,"Athens, Ohio, USA",39.3292,-82.1013
"BioLife Solutions, Inc.",Biopreservation Media Products,"Bothell, Washington, USA",47.7610,-122.2054
"G-III Apparel Group, LTD.","Women's Overcoats, Carcoats, Capes, Cloaks, and Similar Articles of Man-made Fibers","Dongguan, China",23.0207,113.7518
"G-III Apparel Group, LTD.","Women's Overcoats, Carcoats, Capes, Cloaks, and Similar Articles of Man-made Fibers","Ho Chi Minh City, Vietnam",10.7769,106.7009
"G-III Apparel Group, LTD.","Women's Overcoats, Carcoats, Capes, Cloaks, and Similar Articles of Man-made Fibers","Dhaka, Bangladesh",23.8103,90.4125
"Cogent Biosciences, Inc.","Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale","Waltham, Massachusetts, USA",42.3765,-71.2356
"Arlo Technologies, Inc.",Electrical Machines with Individual Functions,"San Jose, California, USA",37.3382,-121.8863
"Opko Health, Inc.","Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale, n.e.s.","BioReference Laboratories Inc, Elmwood Park, NJ, USA",40.9020,-74.1243
"Opko Health, Inc.","Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale, n.e.s.","OPKO Health, Inc. Manufacturing Facility, Waterford, Ireland",52.2593,-7.1101
"Opko Health, Inc.","Instruments and apparatus for physical or chemical analysis, n.e.s.","Woburn, Massachusetts, USA",42.4793,-71.1523
"Opko Health, Inc.","Instruments and apparatus for physical or chemical analysis, n.e.s.","Nesher, Israel",32.7650,35.0466
Products,"Furniture, wooden, other than for office, kitchen or bedroom use",Springfield Factory,39.7817,-89.6501
Products,"Furniture, wooden, other than for office, kitchen or bedroom use",Riverside Production Plant,33.9533,-117.3961
Products,"Furniture, wooden, other than for office, kitchen or bedroom use",Maplewood Workshop,44.9537,-93.0900
Products,"Women's or girls' dresses, of cotton, not knitted or crocheted","New York, USA",40.7128,-74.0060
Products,"Women's or girls' dresses, of cotton, not knitted or crocheted","Los Angeles, USA",34.0522,-118.2437
Products,"Women's or girls' dresses, of cotton, not knitted or crocheted","Dhaka, Bangladesh",23.8103,90.4125
Products,"Women's or girls' dresses, of cotton, not knitted or crocheted","Hanoi, Vietnam",21.0285,105.8542
Products,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather",Location A,12.9715987,77.5945627
Products,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather",Location B,34.0522342,-118.2436849
Products,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather",Location C,51.5073509,-0.1277583
"Bristow Group, Inc.",Helicopters of an unladen weight exceeding 2000 kg,Not applicable,,
"Bristow Group, Inc.","Aircraft Launch Gear, Deck-Arrestor or Similar Gear; Ground Flying Trainers","Titusville, Florida, USA",28.6122,-80.8076
"Bristow Group, Inc.","Aircraft Launch Gear, Deck-Arrestor or Similar Gear; Ground Flying Trainers","Aberdeen, Scotland, UK",57.1497,-2.0943
"Artivion, Inc.",Surgical adhesives and sealants,"Plymouth, Minnesota, USA",45.0105,-93.4555
"Artivion, Inc.",Artificial heart valves and parts,"Kennesaw, Georgia, USA",34.0184,-84.6174
"Artivion, Inc.",Tissue preservation solutions,"Kennesaw, Georgia, USA",34.0194,-84.6155
"Transcat, Inc.","Instruments and apparatus for physical or chemical analysis, n.e.s.","Rochester, NY, USA",43.1566,-77.6088
"Transcat, Inc.","Instruments and apparatus for physical or chemical analysis, n.e.s.","Las Vegas, NV, USA",36.1699,-115.1398
"Transcat, Inc.","Instruments and apparatus for physical or chemical analysis, n.e.s.","San Juan, PR, USA",18.4655,-66.1057
"Transcat, Inc.","Parts and accessories for measuring or checking instruments and appliances, n.e.s.","Rochester, New York",43.1566,-77.6088
"Vir Biotechnology, Inc.",Antisera and other blood fractions,"South San Francisco, California, USA",37.654656,-122.407749
"ACM Research, Inc.","Machines and mechanical appliances having individual functions, not specified or included elsewhere in this chapter","Shanghai, China",31.2304,121.4737
"ACM Research, Inc.","Machines and mechanical appliances having individual functions, not specified or included elsewhere in this chapter","Fremont, California, USA",37.5483,-121.9886
"ACM Research, Inc.","Machines and mechanical appliances having individual functions, not specified or included elsewhere in this chapter","Cheonan, South Korea",36.8154,127.1139
MRC Global Inc.,Flanges of other alloy steel,"Houston, Texas, USA",29.7604,-95.3698
MRC Global Inc.,Flanges of other alloy steel,"Edmonton, Alberta, Canada",53.5461,-113.4938
MRC Global Inc.,Flanges of other alloy steel,Singapore,1.3521,103.8198
MRC Global Inc.,"Butt welding fittings, of iron or steel","Houston, Texas, USA",29.7604,-95.3698
MRC Global Inc.,"Other tube or pipe fittings, of iron or steel","Houston, Texas, USA",29.7604,-95.3698
MRC Global Inc.,"Other tube or pipe fittings, of iron or steel","Edmonton, Alberta, Canada",53.5461,-113.4938
MRC Global Inc.,"Other tube or pipe fittings, of iron or steel",Singapore,1.3521,103.8198
Imax Corporation,Cameras (Cinematographic),"Mississauga, Ontario, Canada",43.5890,-79.6441
Imax Corporation,Parts and Accessories for Cinematographic Equipment,"Mississauga, Ontario, Canada",43.5890,-79.6441
Imax Corporation,Parts and Accessories for Cinematographic Equipment,"Shanghai, China",31.2304,121.4737
"Avanos Medical, Inc.","Needles, catheters, cannulae and the like","Alpharetta, Georgia, USA",34.0754,-84.2941
"Avanos Medical, Inc.","Needles, catheters, cannulae and the like","Nogales, Sonora, Mexico",31.3322,-110.9400
"Avanos Medical, Inc.","Instruments and apparatus for medical, surgical or veterinary use","Alpharetta, Georgia, USA",34.0754,-84.2941
"Avanos Medical, Inc.","Instruments and apparatus for medical, surgical or veterinary use","Nogales, Mexico",31.3322,-110.9337
"Avanos Medical, Inc.","Instruments and apparatus for medical, surgical or veterinary use","Chicopee, Massachusetts, USA",42.1487,-72.6075
"Universal Logistics Holdings, Inc.",Motor vehicles for the transport of goods,,,
"Air Transport Services Group, Inc",Parts of aeroplanes or helicopters,"Wilmington, Ohio, USA",39.4276,-83.8287
PACCAR Inc.,Road Tractors for Semi-Trailers,"Chillicothe, Ohio, USA",39.3359,-83.0234
PACCAR Inc.,Road Tractors for Semi-Trailers,"Denton, Texas, USA",33.2148,-97.1331
PACCAR Inc.,Road Tractors for Semi-Trailers,"Mexicali, Baja California, Mexico",32.6245,-115.4523
PACCAR Inc.,Road Tractors for Semi-Trailers,"Eindhoven, Netherlands",51.4416,5.4697
PACCAR Inc.,Road Tractors for Semi-Trailers,"Leyland, Lancashire, United Kingdom",53.6976,-2.6877
PACCAR Inc.,Trucks with a Gross Vehicle Weight Exceeding 20 Metric Tons,"Renton, Washington, USA",47.4837,-122.2170
PACCAR Inc.,Trucks with a Gross Vehicle Weight Exceeding 20 Metric Tons,"Chillicothe, Ohio, USA",39.3331,-82.9824
PACCAR Inc.,Trucks with a Gross Vehicle Weight Exceeding 20 Metric Tons,"Ste-Thérèse, Quebec, Canada",45.6415,-73.8459
PACCAR Inc.,Trucks with a Gross Vehicle Weight Exceeding 20 Metric Tons,"Eindhoven, Netherlands",51.4416,5.4697
PACCAR Inc.,Trucks with a Gross Vehicle Weight Exceeding 20 Metric Tons,"Leyland, United Kingdom",53.6981,-2.6875
PACCAR Inc.,Trucks with a Gross Vehicle Weight Exceeding 20 Metric Tons,"Bayswater, Victoria, Australia",-37.8372,145.2739
PACCAR Inc.,Parts Suitable for Use Solely or Principally with Internal Combustion Engines,"Chillicothe, Ohio, USA",39.3390,-82.9920
PACCAR Inc.,Parts Suitable for Use Solely or Principally with Internal Combustion Engines,"Denton, Texas, USA",33.2148,-97.1331
PACCAR Inc.,Parts Suitable for Use Solely or Principally with Internal Combustion Engines,"Ste. Thérèse, Quebec, Canada",45.6370,-73.8330
PACCAR Inc.,Parts Suitable for Use Solely or Principally with Internal Combustion Engines,"Eindhoven, Netherlands",51.4416,5.4697
PACCAR Inc.,Parts Suitable for Use Solely or Principally with Internal Combustion Engines,"Leyland, United Kingdom",53.6979,-2.6875
PACCAR Inc.,Parts Suitable for Use Solely or Principally with Internal Combustion Engines,"Columbus, Mississippi, USA",33.4957,-88.4273
Keurig Dr Pepper Inc.,"Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavored","Plano, Texas, USA",33.0198,-96.6989
Keurig Dr Pepper Inc.,"Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavored","Burlington, Massachusetts, USA",42.5048,-71.1956
Keurig Dr Pepper Inc.,"Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavored","Frisco, Texas, USA",33.1507,-96.8236
Rayonier Inc. REIT,Coniferous Wood in the Rough,"Pacific Northwest, USA",47.7511,-120.7401
Rayonier Inc. REIT,Coniferous Wood in the Rough,"Southeast, USA",31.9686,-99.9018
Rayonier Inc. REIT,Coniferous Wood in the Rough,New Zealand,-40.9006,174.8860
Rayonier Inc. REIT,"Lumber, Sawn or Chipped Lengthwise, of Coniferous Wood","Jesup, Georgia, USA",31.6074,-81.8850
Rayonier Inc. REIT,"Lumber, Sawn or Chipped Lengthwise, of Coniferous Wood","Coos Bay, Oregon, USA",43.3665,-124.2179
Verra Mobility Corporation,Radio Navigational Aid Apparatus,"Mesa, Arizona, USA",33.4152,-111.8315
Verra Mobility Corporation,Speed Measuring Equipment,"Mesa, Arizona, USA",33.4152,-111.8315
"Immunovant, Inc.",Immunological Products,"Immunovant, Inc. does not publicly disclose specific production locations for their immunological products.",,
International Game Technology,Video game consoles and machines,"Reno, Nevada, USA",39.5296,-119.8138
International Game Technology,Video game consoles and machines,"Las Vegas, Nevada, USA",36.1699,-115.1398
International Game Technology,Video game consoles and machines,"Rome, Italy",41.9028,12.4964
International Game Technology,"Gaming machines, other than those operated by coins, banknotes, bank cards, tokens or by any other means of payment","Reino, Italy",45.4654,9.1859
International Game Technology,"Gaming machines, other than those operated by coins, banknotes, bank cards, tokens or by any other means of payment","Reno, Nevada, USA",39.5296,-119.8138
International Game Technology,"Gaming machines, other than those operated by coins, banknotes, bank cards, tokens or by any other means of payment","Las Vegas, Nevada, USA",36.1699,-115.1398
Keurig Dr Pepper Inc.,"Coffee, roasted, not decaffeinated","Waterbury, Vermont, USA",44.3371,-72.7562
Keurig Dr Pepper Inc.,"Coffee, roasted, not decaffeinated","Burlington, Massachusetts, USA",42.5048,-71.1956
Keurig Dr Pepper Inc.,"Other non-alcoholic beverages, not including fruit or vegetable juices","Plano, Texas",33.0198,-96.6989
Keurig Dr Pepper Inc.,"Other non-alcoholic beverages, not including fruit or vegetable juices","Burlington, Massachusetts",42.5048,-71.1956
Keurig Dr Pepper Inc.,"Other non-alcoholic beverages, not including fruit or vegetable juices","Frisco, Texas",33.1507,-96.8236
Keurig Dr Pepper Inc.,"Other non-alcoholic beverages, not including fruit or vegetable juices","Montreal, Quebec, Canada",45.5017,-73.5673
Keurig Dr Pepper Inc.,"Other non-alcoholic beverages, not including fruit or vegetable juices","Columbus, Ohio",39.9612,-82.9988
Keurig Dr Pepper Inc.,"Other non-alcoholic beverages, not including fruit or vegetable juices","Victorville, California",34.5361,-117.2912
Keurig Dr Pepper Inc.,"Other non-alcoholic beverages, not including fruit or vegetable juices","Allentown, Pennsylvania",40.6084,-75.4902
Keurig Dr Pepper Inc.,"Other non-alcoholic beverages, not including fruit or vegetable juices","Irving, Texas",32.8140,-96.9489
"Hyster-Yale, Inc.",Fork-lift Trucks,"Greenville, North Carolina, USA",35.6127,-77.3664
"Hyster-Yale, Inc.",Fork-lift Trucks,"Berea, Kentucky, USA",37.5685,-84.2963
"Hyster-Yale, Inc.",Fork-lift Trucks,"Danville, Illinois, USA",40.1245,-87.6300
"Hyster-Yale, Inc.",Fork-lift Trucks,"Craigavon, Northern Ireland, UK",54.4471,-6.3870
"Hyster-Yale, Inc.",Fork-lift Trucks,"Nijmegen, Netherlands",51.8126,5.8372
"Hyster-Yale, Inc.",Fork-lift Trucks,"Masate, Italy",45.5632,9.4656
"Hyster-Yale, Inc.",Fork-lift Trucks,"Pune, India",18.5204,73.8567
"Hyster-Yale, Inc.",Fork-lift Trucks,"São Paulo, Brazil",-23.5505,-46.6333
"Hyster-Yale, Inc.",Self-Propelled Works Trucks Not Fitted With Lifting or Handling Equipment,"Greenville, North Carolina, USA",35.6127,-77.3664
"Hyster-Yale, Inc.",Self-Propelled Works Trucks Not Fitted With Lifting or Handling Equipment,"Craigavon, Northern Ireland, UK",54.4470,-6.3880
"Hyster-Yale, Inc.",Self-Propelled Works Trucks Not Fitted With Lifting or Handling Equipment,"Nijmegen, Netherlands",51.8126,5.8372
"Hyster-Yale, Inc.",Self-Propelled Works Trucks Not Fitted With Lifting or Handling Equipment,"Masate, Italy",45.5778,9.4478
"Hyster-Yale, Inc.",Other Trucks Fitted With Lifting or Handling Equipment,"Greenville, North Carolina, USA",35.6127,-77.3664
"Hyster-Yale, Inc.",Other Trucks Fitted With Lifting or Handling Equipment,"Berea, Kentucky, USA",37.5689,-84.2963
"Hyster-Yale, Inc.",Other Trucks Fitted With Lifting or Handling Equipment,"Craigavon, Northern Ireland, UK",54.4492,-6.3867
"Hyster-Yale, Inc.",Other Trucks Fitted With Lifting or Handling Equipment,"Masate, Italy",45.5736,9.4507
"Hyster-Yale, Inc.",Other Trucks Fitted With Lifting or Handling Equipment,"Zbraslav, Czech Republic",49.9687,14.3850
Products,Real Estate Development Services,"New York City, NY, USA",40.7128,-74.0060
Products,Real Estate Development Services,"Los Angeles, CA, USA",34.0522,-118.2437
Products,Real Estate Development Services,"Chicago, IL, USA",41.8781,-87.6298
"Silk Road Medical, Inc.",Medical Instruments and Appliances,"Sunnyvale, California, USA",37.3688,-122.0363
"John B. Sanfilippo & Son, Inc.",Shelled almonds,"Elgin, Illinois, USA",42.0354,-88.2826
"John B. Sanfilippo & Son, Inc.",Shelled almonds,"Gustine, California, USA",37.2577,-121.0124
"John B. Sanfilippo & Son, Inc.","Walnuts, in shell","Gustine, California, USA",37.2591,-121.0058
"John B. Sanfilippo & Son, Inc.","Pistachios, in shell","Gustine, California",37.2627,-121.0144
"John B. Sanfilippo & Son, Inc.","Pistachios, in shell","Selma, California",36.5700,-119.6121
"John B. Sanfilippo & Son, Inc.","Other nuts and seeds, otherwise prepared or preserved","Elgin, Illinois, USA",42.0373,-88.2812
"John B. Sanfilippo & Son, Inc.","Other nuts and seeds, otherwise prepared or preserved","Selma, Texas, USA",29.5840,-98.3153
"John B. Sanfilippo & Son, Inc.","Other nuts and seeds, otherwise prepared or preserved","Garysburg, North Carolina, USA",36.4485,-77.5572
"Interface, Inc.","Carpets and other textile floor coverings, tufted, of nylon or other polyamides","LaGrange, Georgia, USA",33.0362,-85.0322
"Interface, Inc.","Carpets and other textile floor coverings, tufted, of nylon or other polyamides","West Point, Georgia, USA",32.8771,-85.1833
"Interface, Inc.","Carpets and other textile floor coverings, tufted, of nylon or other polyamides","Craigavon, Northern Ireland, UK",54.4496,-6.3875
"Interface, Inc.","Carpets and other textile floor coverings, tufted, of nylon or other polyamides","Scherpenzeel, Netherlands",52.0883,5.4861
"Interface, Inc.","Carpets and other textile floor coverings, tufted, of nylon or other polyamides","Chonburi, Thailand",13.3611,100.9847
"Interface, Inc.","Other carpets and other textile floor coverings, whether or not made up","LaGrange, Georgia, USA",33.0393,-85.0319
"Interface, Inc.","Other carpets and other textile floor coverings, whether or not made up","West Point, Georgia, USA",32.8776,-85.1847
"Interface, Inc.","Other carpets and other textile floor coverings, whether or not made up","Craigavon, Northern Ireland, UK",54.4471,-6.3870
"Interface, Inc.","Other carpets and other textile floor coverings, whether or not made up","Scherpenzeel, Netherlands",52.0826,5.4880
"Interface, Inc.","Other carpets and other textile floor coverings, whether or not made up","Bangkok, Thailand",13.7563,100.5018
"Interface, Inc.","Other carpets and other textile floor coverings, whether or not made up","Chonburi, Thailand",13.3611,100.9847
"Interface, Inc.","Carpets and other textile floor coverings, woven, not tufted or flocked, of man-made textile materials","LaGrange, Georgia, USA",33.0362,-85.0319
