Product Name,Location,Latitude,Longitude
Electric light sets for Christmas trees,"Tijuana, Mexico",32.5149,-117.0382
Electric light sets for Christmas trees,"Dongguan, China",23.0207,113.7518
Electric light sets for Christmas trees,"Guangzhou, China",23.1291,113.2644
"Aluminum unwrought, not alloyed","Kitimat, British Columbia, Canada",54.0524,-128.6522
"Aluminum unwrought, not alloyed","Shawinigan, Quebec, Canada",46.5648,-72.7441
"Aluminum unwrought, not alloyed","Richards Bay, KwaZulu-Natal, South Africa",-28.7407,32.0371
"Aluminum unwrought, not alloyed","San Ciprián, Lugo, Spain",43.701,-7.4373
"Aluminum unwrought, not alloyed","Trombay, Maharashtra, India",19.033,72.9105
"New pneumatic tires, of rubber, of a kind used on aircraft","Goodyear Tire & Rubber Company, Akron, Ohio, USA",41.0801,-81.5194
"New pneumatic tires, of rubber, of a kind used on aircraft","Michelin, Clermont-Ferrand, France",45.7831,3.0824
"New pneumatic tires, of rubber, of a kind used on aircraft","Bridgestone Corporation, Tokyo, Japan",35.6895,139.6917
"New pneumatic tires, of rubber, of a kind used on aircraft","Dunlop Aircraft Tyres, Birmingham, United Kingdom",52.4862,-1.8904
"New pneumatic tires, of rubber, of a kind used on aircraft","Aviation Industry Corporation of China, Beijing, China",39.9042,116.4074
Turbojets of a thrust not exceeding 25 KN,"Safran Aircraft Engines, Villaroche, France",48.5734,2.6637
Turbojets of a thrust not exceeding 25 KN,"Rolls-Royce Deutschland, Dahlewitz, Germany",52.3066,13.4172
Turbojets of a thrust not exceeding 25 KN,"Pratt & Whitney, Hartford, Connecticut, USA",41.7648,-72.6743
Transmission shafts (including cam shafts and crank shafts) and cranks,"Pune, India",18.5204,73.8567
Transmission shafts (including cam shafts and crank shafts) and cranks,"Stuttgart, Germany",48.7758,9.1829
Transmission shafts (including cam shafts and crank shafts) and cranks,"Nagoya, Japan",35.1815,136.9066
Transmission shafts (including cam shafts and crank shafts) and cranks,"Detroit, Michigan, USA",42.3314,-83.0458
Transmission shafts (including cam shafts and crank shafts) and cranks,"Changwon, South Korea",35.2285,128.6811
"Optical media for the recording of sound or of other phenomena, whether or not recorded","Sony DADC, Terre Haute, Indiana, USA",39.4667,-87.4139
"Optical media for the recording of sound or of other phenomena, whether or not recorded","Technicolor, Camarillo, California, USA",34.2164,-119.0376
"Optical media for the recording of sound or of other phenomena, whether or not recorded","Memory-Tech Corporation, Tokyo, Japan",35.6895,139.6917
"Optical media for the recording of sound or of other phenomena, whether or not recorded","Cinram, Olyphant, Pennsylvania, USA",41.4654,-75.5971
"Optical media for the recording of sound or of other phenomena, whether or not recorded","Arvato, Gütersloh, Germany",51.9063,8.3781
Compounded Rubber,"Akron, Ohio, USA",41.0814,-81.519
Compounded Rubber,"Bangkok, Thailand",13.7563,100.5018
Compounded Rubber,"Kuala Lumpur, Malaysia",3.139,101.6869
Compounded Rubber,"Cologne, Germany",50.9375,6.9603
Compounded Rubber,"Shanghai, China",31.2304,121.4737
Polyurethane,"BASF Polyurethanes GmbH, Lemförde, Germany",52.4889,8.3747
Polyurethane,"Covestro AG, Baytown, Texas, USA",29.7633,-94.9658
Polyurethane,"Dow Chemical, Freeport, Texas, USA",28.9455,-95.3543
Polyurethane,"Huntsman Corporation, Geismar, Louisiana, USA",30.1746,-91.0342
Polyurethane,"Wanhua Chemical Group, Yantai, Shandong, China",37.4645,121.4479
Synthetic rubber and factice derived from oils,"Goodyear Tire & Rubber Company, Beaumont, Texas, USA",30.086,-94.1018
Synthetic rubber and factice derived from oils,"Michelin, Cuneo, Italy",44.3844,7.5424
Synthetic rubber and factice derived from oils,"Bridgestone Corporation, Yokohama, Japan",35.4437,139.638
Synthetic rubber and factice derived from oils,"Sibur, Voronezh, Russia",51.672,39.1843
Synthetic rubber and factice derived from oils,"Lanxess AG, Dormagen, Germany",51.0865,6.848
Propylene copolymers in primary forms,"Bayport, Texas, USA",29.6161,-95.0419
Propylene copolymers in primary forms,"Grangemouth, Scotland, UK",56.0145,-3.7305
Propylene copolymers in primary forms,"Olen, Belgium",51.1606,4.8821
Propylene copolymers in primary forms,"Ain Sokhna, Egypt",29.6003,32.3167
Propylene copolymers in primary forms,"Tarragona, Spain",41.1189,1.2445
Electronic integrated circuits,"Hsinchu Science Park, Hsinchu City, Taiwan",24.785,120.9975
Electronic integrated circuits,"Silicon Valley, California, USA",37.3875,-122.0575
Electronic integrated circuits,"Dresden, Saxony, Germany",51.0504,13.7373
Electronic integrated circuits,"Kyoto, Japan",35.0116,135.7681
Electronic integrated circuits,"Bangalore, Karnataka, India",12.9716,77.5946
Lithium-ion Batteries,"Gigafactory Nevada, Sparks, Nevada, USA",39.5336,-119.7674
Lithium-ion Batteries,"Gigafactory Berlin, Grünheide, Germany",52.4046,13.7891
Lithium-ion Batteries,"Gigafactory Shanghai, Shanghai, China",30.9105,121.8067
Lithium-ion Batteries,"LG Chem Wroclaw Energy, Wroclaw, Poland",51.1097,17.0322
Lithium-ion Batteries,"SK Innovation, Commerce, Georgia, USA",34.2081,-83.4572
Lithium-ion Batteries,"Panasonic Energy of North America, Reno, Nevada, USA",39.5296,-119.8138
Lithium-ion Batteries,"Samsung SDI, Xian, China",34.3416,108.9398
Lithium-ion Batteries,"BYD, Shenzhen, China",22.5431,114.0579
Lithium-ion Batteries,"CATL, Ningde, Fujian, China",26.6592,119.525
Lithium-ion Batteries,"Northvolt Ett, Skellefteå, Sweden",64.7502,21.0182
Cobalt Oxides and Hydroxides,"Kokkola, Finland",63.8425,23.1278
Cobalt Oxides and Hydroxides,"Niquelândia, Brazil",-14.4742,-48.4599
Cobalt Oxides and Hydroxides,"Onsan, South Korea",35.4667,129.3667
Cobalt Oxides and Hydroxides,"Cheonan, South Korea",36.815,127.1139
Cobalt Oxides and Hydroxides,"Tianjin, China",39.3434,117.3616
Lithium Carbonate,"Salar de Atacama, Chile",-23.2951,-68.702
Lithium Carbonate,"Greenbushes, Western Australia, Australia",-33.857,116.0626
Lithium Carbonate,"Salar del Hombre Muerto, Argentina",-25.491,-66.9036
Lithium Carbonate,"Olaroz, Argentina",-23.3317,-66.9398
Lithium Carbonate,"Salar de Uyuni, Bolivia",-20.1338,-67.4891
Lithium Carbonate,"Silver Peak, Nevada, USA",38.02,-117.37
Electronic integrated circuits,"Hsinchu, Taiwan",24.7854,120.9975
Electronic integrated circuits,"Penang, Malaysia",5.4164,100.3327
Electronic integrated circuits,"Silicon Valley, California, USA",37.3875,-122.0575
Electronic integrated circuits,"Dresden, Germany",51.0504,13.7373
Electronic integrated circuits,"Kyoto, Japan",35.0116,135.7681
Human Blood and Animal Blood Prepared for Therapeutic Uses,"CSL Behring, Kankakee, Illinois, USA",41.12,-87.8611
Human Blood and Animal Blood Prepared for Therapeutic Uses,"Grifols, Clayton, North Carolina, USA",35.65,-78.4569
Human Blood and Animal Blood Prepared for Therapeutic Uses,"Octapharma, Vienna, Austria",48.2082,16.3738
Human Blood and Animal Blood Prepared for Therapeutic Uses,"Takeda Pharmaceuticals, Osaka, Japan",34.6937,135.5023
Human Blood and Animal Blood Prepared for Therapeutic Uses,"Baxter International, Los Angeles, California, USA",34.0522,-118.2437
Blood-grouping Reagents,"Ortho Clinical Diagnostics, Pencoed, Wales, UK",51.52,-3.507
Blood-grouping Reagents,"Bio-Rad Laboratories, Cressier, Switzerland",46.8924,7.0399
Blood-grouping Reagents,"Grifols, Parets del Vallès, Spain",41.5732,2.2348
Blood-grouping Reagents,"Immucor, Norcross, Georgia, USA",33.9412,-84.2135
Blood-grouping Reagents,"Diagast, Loos, France",50.631,3.0185
Paper and Paperboard Labels,"St. Paul, Minnesota, USA",44.9537,-93.09
Paper and Paperboard Labels,"Augsburg, Germany",48.3705,10.8978
Paper and Paperboard Labels,"Pune, Maharashtra, India",18.5204,73.8567
Paper and Paperboard Labels,"Suzhou, Jiangsu, China",31.2983,120.5832
Paper and Paperboard Labels,"Melbourne, Victoria, Australia",-37.8136,144.9631
Electronic integrated circuits,"Phoenix, Arizona, USA",33.4484,-112.074
Electronic integrated circuits,"Hsinchu, Taiwan",24.8138,120.9675
Electronic integrated circuits,"Dresden, Germany",51.0504,13.7373
Electronic integrated circuits,Singapore,1.3521,103.8198
Electronic integrated circuits,"Chandler, Arizona, USA",33.3062,-111.8413
Medicaments,"Bangalore, India",12.9716,77.5946
Medicaments,"Basel, Switzerland",47.5596,7.5886
Medicaments,"Shanghai, China",31.2304,121.4737
Medicaments,"New Jersey, USA",40.0583,-74.4057
Medicaments,"Tokyo, Japan",35.6895,139.6917
"Other bars and rods, of other alloy steel","Pittsburgh, Pennsylvania, USA",40.4406,-79.9959
"Other bars and rods, of other alloy steel","Jamshedpur, Jharkhand, India",22.8046,86.2029
"Other bars and rods, of other alloy steel","Duisburg, North Rhine-Westphalia, Germany",51.4344,6.7623
"Other bars and rods, of other alloy steel","Shanghai, China",31.2304,121.4737
"Other bars and rods, of other alloy steel","São Paulo, Brazil",-23.5505,-46.6333
"Other bars and rods, of stainless steel","Pohang, South Korea",36.019,129.3426
"Other bars and rods, of stainless steel","Jamshedpur, India",22.8046,86.2029
"Other bars and rods, of stainless steel","Sheffield, United Kingdom",53.3811,-1.4701
"Other bars and rods, of stainless steel","Krefeld, Germany",51.3388,6.5853
"Other bars and rods, of stainless steel","Pittsburgh, Pennsylvania, USA",40.4406,-79.9959
"Other bars and rods, of stainless steel","Taiyuan, China",37.8706,112.5489
Alloy Steel Bars,"Pohang, South Korea",36.019,129.3456
Alloy Steel Bars,"Jamshedpur, India",22.8046,86.2029
Alloy Steel Bars,"Sault Ste. Marie, Ontario, Canada",46.5333,-84.3461
Alloy Steel Bars,"Gary, Indiana, USA",41.5934,-87.3464
Alloy Steel Bars,"Sheffield, United Kingdom",53.3811,-1.4701
"Tools for Pressing, Stamping or Punching","Chicago, Illinois, USA",41.8781,-87.6298
"Tools for Pressing, Stamping or Punching","Nagoya, Aichi, Japan",35.1815,136.9066
"Tools for Pressing, Stamping or Punching","Stuttgart, Baden-Württemberg, Germany",48.7758,9.1829
"Tools for Pressing, Stamping or Punching","Pune, Maharashtra, India",18.5204,73.8567
"Tools for Pressing, Stamping or Punching","Guangzhou, Guangdong, China",23.1291,113.2644
Parts and Accessories for Machines,"Shenzhen, Guangdong, China",22.543096,114.057865
Parts and Accessories for Machines,Singapore,1.352083,103.819836
Parts and Accessories for Machines,"Munich, Bavaria, Germany",48.135125,11.581981
Parts and Accessories for Machines,"Tokyo, Japan",35.689487,139.691711
Parts and Accessories for Machines,"Silicon Valley, California, USA",37.387474,-122.057543
"Articles of Iron or Steel, not elsewhere specified","Pittsburgh, Pennsylvania, USA",40.4406,-79.9959
"Articles of Iron or Steel, not elsewhere specified","Birmingham, Alabama, USA",33.5186,-86.8104
"Articles of Iron or Steel, not elsewhere specified","Jamshedpur, Jharkhand, India",22.8056,86.2031
"Articles of Iron or Steel, not elsewhere specified","Duisburg, North Rhine-Westphalia, Germany",51.4325,6.7652
"Articles of Iron or Steel, not elsewhere specified","Tangshan, Hebei, China",39.6305,118.1801
Plastic articles for other uses,"Shenzhen, China",22.543096,114.057865
Plastic articles for other uses,"Guadalajara, Mexico",20.659698,-103.349609
Plastic articles for other uses,"Frankfurt, Germany",50.110924,8.682127
Plastic articles for other uses,"Chicago, Illinois, USA",41.878113,-87.629799
Plastic articles for other uses,"Mumbai, India",19.07609,72.877426
Optical media for sound or video recording,"Sony DADC, Salzburg, Austria",47.8095,13.055
Optical media for sound or video recording,"Technicolor, Piaseczno, Poland",52.0695,21.0269
Optical media for sound or video recording,"Cinram, Olyphant, Pennsylvania, USA",41.1612,-75.5732
Optical media for sound or video recording,"Ritek Corporation, Hsinchu, Taiwan",24.8138,120.9675
Optical media for sound or video recording,"CMC Magnetics Corporation, Tucheng, New Taipei City, Taiwan",24.9721,121.4672
"Boards, panels, consoles, desks, cabinets and other bases","Schneider Electric, Grenoble, France",45.188529,5.724524
"Boards, panels, consoles, desks, cabinets and other bases","Siemens AG, Berlin, Germany",52.520008,13.404954
"Boards, panels, consoles, desks, cabinets and other bases","ABB Ltd, Zurich, Switzerland",47.376887,8.541694
"Boards, panels, consoles, desks, cabinets and other bases","General Electric, Boston, Massachusetts, USA",42.360082,-71.05888
"Boards, panels, consoles, desks, cabinets and other bases","Mitsubishi Electric, Tokyo, Japan",35.689487,139.691711
Gel preparations,"Johnson & Johnson, Skillman, New Jersey, USA",40.4174,-74.5799
Gel preparations,"Reckitt Benckiser, Hull, England, UK",53.7443,-0.3324
Gel preparations,"3M Company, St. Paul, Minnesota, USA",44.9537,-93.0899
Gel preparations,"Becton, Dickinson and Company, Franklin Lakes, New Jersey, USA",41.0165,-74.2087
Gel preparations,"Cardinal Health, Dublin, Ohio, USA",40.0992,-83.1141
"Other articles of iron or steel, not elsewhere specified","Pittsburgh, Pennsylvania, USA",40.4406,-79.9959
"Other articles of iron or steel, not elsewhere specified","Birmingham, Alabama, USA",33.5186,-86.8104
"Other articles of iron or steel, not elsewhere specified","Jamshedpur, Jharkhand, India",22.8046,86.2029
"Other articles of iron or steel, not elsewhere specified","Duisburg, North Rhine-Westphalia, Germany",51.4344,6.7623
"Other articles of iron or steel, not elsewhere specified","Hebei Province, China",39.549,116.1306
"Parts of lamps and lighting fittings, illuminated signs and the like, n.e.s.","Shenzhen, China",22.543096,114.057865
"Parts of lamps and lighting fittings, illuminated signs and the like, n.e.s.","Guangzhou, China",23.12911,113.264385
"Parts of lamps and lighting fittings, illuminated signs and the like, n.e.s.","Tainan, Taiwan",22.999728,120.227028
"Parts of lamps and lighting fittings, illuminated signs and the like, n.e.s.","Seoul, South Korea",37.566536,126.977966
"Parts of lamps and lighting fittings, illuminated signs and the like, n.e.s.","Bangkok, Thailand",13.756331,100.501762
Electronic integrated circuits,"Schneider Electric, Grenoble, France",45.1885,5.7245
Electronic integrated circuits,"Siemens AG, Amberg, Germany",49.4414,11.8606
Electronic integrated circuits,"ABB Group, Västerås, Sweden",59.6099,16.5448
Electronic integrated circuits,"Eaton Corporation, Cleveland, Ohio, USA",41.4993,-81.6944
Electronic integrated circuits,"Rockwell Automation, Milwaukee, Wisconsin, USA",43.0389,-87.9065
Other metal furniture,"Bristol, United Kingdom",51.4545,-2.5879
Other metal furniture,"Chicago, Illinois, USA",41.8781,-87.6298
Other metal furniture,"Guangzhou, China",23.1291,113.2644
Other metal furniture,"Melbourne, Australia",-37.8136,144.9631
"Glassware of a kind used for toilet, office, indoor decoration or similar purposes","Firozabad, India",27.1591,78.3957
"Glassware of a kind used for toilet, office, indoor decoration or similar purposes","Murano, Italy",45.457,12.3528
"Glassware of a kind used for toilet, office, indoor decoration or similar purposes","Yiwu, China",29.3115,120.0751
"Glassware of a kind used for toilet, office, indoor decoration or similar purposes","Corning, New York, USA",42.1429,-77.0547
"Glassware of a kind used for toilet, office, indoor decoration or similar purposes","Istanbul, Turkey",41.0082,28.9784
Automatic regulating or controlling instruments and apparatus,"Schaffhausen, Switzerland",47.6982,8.6349
Automatic regulating or controlling instruments and apparatus,"Aachen, Germany",50.7753,6.0839
Automatic regulating or controlling instruments and apparatus,"Fremont, California, USA",37.5483,-121.9886
Automatic regulating or controlling instruments and apparatus,"Kyoto, Japan",35.0116,135.7681
Automatic regulating or controlling instruments and apparatus,"Guangzhou, China",23.1291,113.2644
Medical instruments and appliances,"Warsaw, Poland",52.2297,21.0122
Medical instruments and appliances,"Minneapolis, Minnesota, USA",44.9778,-93.265
Medical instruments and appliances,"Tuttlingen, Germany",47.985,8.82
Medical instruments and appliances,"Mumbra, Maharashtra, India",19.1748,73.0483
Medical instruments and appliances,"Suzhou, Jiangsu, China",31.2989,120.5853
Other locks for buildings,"Yale Locks, Lenoir City, Tennessee, USA",35.7979,-84.2654
Other locks for buildings,"Kwikset, Denison, Texas, USA",33.7557,-96.5367
Other locks for buildings,"ASSA ABLOY, Stockholm, Sweden",59.334591,18.06324
Other locks for buildings,"Allegion, Indianapolis, Indiana, USA",39.7684,-86.1581
Other locks for buildings,"dormakaba, Rümlang, Switzerland",47.4492,8.532
Padlocks,"Master Lock Company, Milwaukee, Wisconsin, USA",43.0389,-87.9065
Padlocks,"Abus KG, Wetter, North Rhine-Westphalia, Germany",51.38,7.383
Padlocks,"Yale Locks & Hardware, Lenoir City, Tennessee, USA",35.7973,-84.2569
Padlocks,"Godrej & Boyce Manufacturing Company, Mumbai, Maharashtra, India",19.076,72.8777
Padlocks,"ASSA ABLOY, Stockholm, Sweden",59.3293,18.0686
Electronic integrated circuits,"Schneider Electric, Lexington, Kentucky, USA",38.0406,-84.5037
Electronic integrated circuits,"Siemens AG, Amberg, Germany",49.4419,11.8606
Electronic integrated circuits,"Eaton Corporation, Moon Township, Pennsylvania, USA",40.5187,-80.209
Electronic integrated circuits,"ABB Group, Västerås, Sweden",59.6099,16.5448
Electronic integrated circuits,"Legrand, Limoges, France",45.8336,1.2611
Electronic integrated circuits,"Silicon Valley, California, USA",37.3875,-122.0575
Electronic integrated circuits,"Hsinchu Science Park, Hsinchu, Taiwan",24.7847,120.9939
Electronic integrated circuits,"Shenzhen, Guangdong, China",22.5431,114.0579
Electronic integrated circuits,"Dresden, Saxony, Germany",51.0504,13.7373
Electronic integrated circuits,"Kyoto, Japan",35.0116,135.7681
Electronic integrated circuits,"Hsinchu Science Park, Hsinchu, Taiwan",24.7847,120.9967
Electronic integrated circuits,"Bangalore, Karnataka, India",12.9716,77.5946
Electronic integrated circuits,"Silicon Valley, California, USA",37.3875,-122.0575
Electronic integrated circuits,"Munich, Bavaria, Germany",48.1351,11.582
Electronic integrated circuits,"Shenzhen, Guangdong, China",22.5431,114.0579
Plugs and sockets,"Legrand, Limoges, France",45.8467,1.2625
Plugs and sockets,"Schneider Electric, Rueil-Malmaison, France",48.8888,2.1797
Plugs and sockets,"Siemens AG, Berlin, Germany",52.52,13.405
Plugs and sockets,"ABB Group, Zurich, Switzerland",47.3769,8.5417
Plugs and sockets,"Panasonic Corporation, Osaka, Japan",34.6937,135.5023
Plugs and sockets,"Hager Group, Blieskastel, Germany",49.2373,7.2593
Plugs and sockets,"Eaton Corporation, Dublin, Ireland",53.3498,-6.2603
Plugs and sockets,"Leviton Manufacturing, Melville, New York, USA",40.7934,-73.4151
Plugs and sockets,"Hubbell Incorporated, Shelton, Connecticut, USA",41.3165,-73.0932
Plugs and sockets,"Honeywell International, Charlotte, North Carolina, USA",35.2271,-80.8431
Electric motors under 37.5 W,"Changzhou, China",31.8123,119.9692
Electric motors under 37.5 W,"Kyoto, Japan",35.0116,135.7681
Electric motors under 37.5 W,"Freiburg, Germany",47.999,7.8421
Electric motors under 37.5 W,"Shenzhen, China",22.5431,114.0579
Electric motors under 37.5 W,"Detroit, Michigan, USA",42.3314,-83.0458
Electronic integrated circuits,"Austin, Texas, USA",30.2672,-97.7431
Electronic integrated circuits,"Hsinchu, Taiwan",24.8138,120.9675
Electronic integrated circuits,"Dresden, Germany",51.0504,13.7373
Electronic integrated circuits,"San Jose, California, USA",37.3382,-121.8863
Electronic integrated circuits,"Bangalore, India",12.9716,77.5946
Switches and Relays,"Schaffhausen, Switzerland",47.6973,8.6349
Switches and Relays,"Kyoto, Japan",35.0116,135.7681
Switches and Relays,"Wuxi, China",31.4912,120.3119
Switches and Relays,"Chicago, Illinois, USA",41.8781,-87.6298
Switches and Relays,"Munich, Germany",48.1351,11.582
Electronic integrated circuits,"Texas Instruments, Dallas, Texas, USA",32.7767,-96.797
Electronic integrated circuits,"Infineon Technologies, Villach, Austria",46.6106,13.8559
Electronic integrated circuits,"NXP Semiconductors, Nijmegen, Netherlands",51.8126,5.8372
Electronic integrated circuits,"STMicroelectronics, Crolles, France",45.2744,5.8918
Electronic integrated circuits,"Analog Devices, Limerick, Ireland",52.668,-8.6305
Electronic integrated circuits,"Renesas Electronics, Tokyo, Japan",35.6895,139.6917
Electronic integrated circuits,"Hsinchu, Taiwan",24.8036,120.9647
Electronic integrated circuits,"San Jose, California, USA",37.3382,-121.8863
Electronic integrated circuits,"Shenzhen, China",22.5431,114.0579
Electronic integrated circuits,Singapore,1.3521,103.8198
Electronic integrated circuits,"Dresden, Germany",51.0504,13.7373
"Corticosteroid hormones, their derivatives and structural analogues","Madison, New Jersey, USA",40.7617,-74.4174
"Corticosteroid hormones, their derivatives and structural analogues","Cork, Ireland",51.8985,-8.4756
"Corticosteroid hormones, their derivatives and structural analogues","Shanghai, China",31.2304,121.4737
"Corticosteroid hormones, their derivatives and structural analogues","Hyderabad, India",17.385,78.4867
"Corticosteroid hormones, their derivatives and structural analogues","Osaka, Japan",34.6937,135.5023
Halogenated derivatives of corticosteroid hormones,"Delft, Netherlands",52.0116,4.3571
Halogenated derivatives of corticosteroid hormones,"Wuxi, China",31.5704,120.3123
Halogenated derivatives of corticosteroid hormones,"Hyderabad, India",17.385,78.4867
Other optical media for the recording of sound or of other phenomena,"Langenhagen, Germany",52.4478,9.737
Other optical media for the recording of sound or of other phenomena,"Bloomington, Indiana, USA",39.1653,-86.5264
Other optical media for the recording of sound or of other phenomena,"Shenzhen, China",22.5429,114.0596
Other optical media for the recording of sound or of other phenomena,"Kanagawa, Japan",35.4475,139.6423
Antisera,"Rockville, Maryland, USA",39.083997,-77.152758
Antisera,"Heidelberg, Germany",49.398752,8.672434
Antisera,"Hyderabad, India",17.385044,78.486671
Antisera,"Vienna, Austria",48.208176,16.373819
Antisera,"Shanghai, China",31.230391,121.473701
Immunological products,"Basel, Switzerland",47.5596,7.5886
Immunological products,"Cambridge, Massachusetts, USA",42.3736,-71.1097
Immunological products,"Gaithersburg, Maryland, USA",39.1434,-77.2014
Immunological products,"Leiden, Netherlands",52.1601,4.497
Immunological products,"Shanghai, China",31.2304,121.4737
Tubular metal needles and needles for sutures,"Surgical Specialties Corporation, Reading, Pennsylvania, USA",40.3356,-75.9269
Tubular metal needles and needles for sutures,"B. Braun Melsungen AG, Melsungen, Germany",51.1275,9.5547
Tubular metal needles and needles for sutures,"Smith & Nephew, Watford, United Kingdom",51.6553,-0.396
Tubular metal needles and needles for sutures,"Nipro Corporation, Osaka, Japan",34.6863,135.5197
Tubular metal needles and needles for sutures,"Medtronic, Minneapolis, Minnesota, USA",44.9778,-93.265
"Catheters, Cannulae and the Like","Plymouth, Minnesota, USA",45.0105,-93.4555
"Catheters, Cannulae and the Like","Tuttlingen, Germany",47.9842,8.8204
"Catheters, Cannulae and the Like",Costa Rica,9.7489,-83.7534
"Catheters, Cannulae and the Like","Shanghai, China",31.2304,121.4737
"Catheters, Cannulae and the Like","Penang, Malaysia",5.4141,100.3288
"Other electric conductors, for a voltage not exceeding 80 V","Shenzhen, China",22.5431,114.0579
"Other electric conductors, for a voltage not exceeding 80 V","Penang, Malaysia",5.4164,100.3327
"Other electric conductors, for a voltage not exceeding 80 V","Guadalajara, Mexico",20.6597,-103.3496
"Other electric conductors, for a voltage not exceeding 80 V","Fremont, California, USA",37.5483,-121.9886
"Other electric conductors, for a voltage not exceeding 80 V","Bangalore, India",12.9716,77.5946
Polyethylene terephthalate in primary forms,"Greensboro, North Carolina, USA",36.0726,-79.792
Polyethylene terephthalate in primary forms,"Kaohsiung, Taiwan",22.6273,120.3014
Polyethylene terephthalate in primary forms,"Rotterdam, Netherlands",51.9225,4.4792
Polyethylene terephthalate in primary forms,"Zhangjiagang, Jiangsu, China",31.8654,120.538
Polyethylene terephthalate in primary forms,"Al Jubail, Saudi Arabia",27.0112,49.6583
Polypropylene in primary forms,"Bayport, Texas, USA",29.6061,-95.0195
Polypropylene in primary forms,"Moplah, India",19.8762,75.3433
Polypropylene in primary forms,"Linz, Austria",48.3069,14.2858
Polypropylene in primary forms,"Tarragona, Spain",41.1189,1.2445
Polypropylene in primary forms,"Jurong Island, Singapore",1.2723,103.7101
Polypropylene in primary forms,"Al-Jubail, Saudi Arabia",27.0112,49.6583
Polypropylene in primary forms,"Sasolburg, South Africa",-26.8139,27.8236
Discs for laser reading systems for reproducing sound,"Sony DADC, Terre Haute, Indiana, USA",39.4471,-87.3827
Discs for laser reading systems for reproducing sound,"Universal Music Group, Langenhagen, Germany",52.4001,9.737
Discs for laser reading systems for reproducing sound,"Technicolor, Piaseczno, Poland",52.0705,21.0267
Discs for laser reading systems for reproducing sound,"Microservice, Olyphant, Pennsylvania, USA",41.4634,-75.5788
Discs for laser reading systems for reproducing sound,"Cenveo, Arvada, Colorado, USA",39.8028,-105.0875
"Aluminum unwrought, alloyed","Kitimat, British Columbia, Canada",54.0521,-128.6537
"Aluminum unwrought, alloyed","Reykjavik, Iceland",64.1466,-21.9426
"Aluminum unwrought, alloyed","Ras Al Khair, Saudi Arabia",27.5276,49.1108
"Aluminum unwrought, alloyed","Krasnoturyinsk, Russia",59.7714,60.206
"Aluminum unwrought, alloyed","Gladstone, Queensland, Australia",-23.848,151.2627
"Aluminum unwrought, alloyed","Sohar, Oman",24.35,56.7072
Electronic integrated circuits,"Hsinchu Science Park, Hsinchu, Taiwan",24.7849,120.9936
Electronic integrated circuits,"Silicon Valley, California, USA",37.3875,-122.0575
Electronic integrated circuits,"Dresden, Saxony, Germany",51.0504,13.7373
Electronic integrated circuits,"Bangalore, Karnataka, India",12.9716,77.5946
Electronic integrated circuits,"Shenzhen, Guangdong, China",22.5431,114.0579
D-glucitol (sorbitol),"Roquette Frères, Lestrem, France",50.6352,2.6665
D-glucitol (sorbitol),"ADM, Decatur, Illinois, USA",39.855,-88.9339
D-glucitol (sorbitol),"Cargill, Eddyville, Iowa, USA",41.152,-92.7509
D-glucitol (sorbitol),"Gulshan Polyols Ltd., Bharuch, Gujarat, India",21.7051,72.9959
D-glucitol (sorbitol),"Tereos, Marckolsheim, France",48.1633,7.5344
Diagnostic or laboratory reagents on a backing,"Roche Diagnostics, Indianapolis, Indiana, USA",39.7684,-86.1581
Diagnostic or laboratory reagents on a backing,"Abbott Laboratories, Abbott Park, Illinois, USA",42.3103,-87.951
Diagnostic or laboratory reagents on a backing,"Siemens Healthineers, Tarrytown, New York, USA",41.0762,-73.8585
Diagnostic or laboratory reagents on a backing,"bioMérieux, Durham, North Carolina, USA",35.994,-78.8986
Diagnostic or laboratory reagents on a backing,"Sysmex Corporation, Kobe, Hyogo, Japan",34.6901,135.1955
"Float glass and surface ground or polished glass, in sheets","Asahi Glass Co., Chiba, Japan",35.6073,140.1063
"Float glass and surface ground or polished glass, in sheets","Saint-Gobain, Jhagadia, India",21.5727,73.0093
"Float glass and surface ground or polished glass, in sheets","Guardian Glass, Rayong, Thailand",12.685,101.2812
"Float glass and surface ground or polished glass, in sheets","Pilkington, St. Helens, United Kingdom",53.45,-2.7331
"Float glass and surface ground or polished glass, in sheets","Şişecam, Mersin, Turkey",36.8121,34.6415
Parts for lamps and lighting fittings,"Shenzhen, Guangdong, China",22.543096,114.057865
Parts for lamps and lighting fittings,"Osaka, Japan",34.693738,135.502165
Parts for lamps and lighting fittings,"Munich, Bavaria, Germany",48.135125,11.581981
Parts for lamps and lighting fittings,"Guadalajara, Jalisco, Mexico",20.659698,-103.349609
Parts for lamps and lighting fittings,"Gurgaon, Haryana, India",28.459497,77.026638
Chandelier and other electric ceiling or wall lighting fittings,"Dongguan, Guangdong, China",23.0207,113.7518
Chandelier and other electric ceiling or wall lighting fittings,"Venice, Italy",45.4408,12.3155
Chandelier and other electric ceiling or wall lighting fittings,"Moradabad, Uttar Pradesh, India",28.8386,78.7733
Chandelier and other electric ceiling or wall lighting fittings,"Herat, Afghanistan",34.3529,62.2041
Chandelier and other electric ceiling or wall lighting fittings,"Los Angeles, California, USA",34.0522,-118.2437
Structures of iron or steel,"ArcelorMittal, Hamilton, Ontario, Canada",43.25,-79.8667
Structures of iron or steel,"Nippon Steel Corporation, Kimitsu, Chiba, Japan",35.3097,139.9314
